Sort,TableName,VAR_NAME10,SHORT_DESC,LONG_DESC,WIDTH,PRECISION,Missing Values Possible (YES or blank),ACS Table/Field,SAS Var
302,ACSTRESTHH,ACSBLKI25,2014-2018 ACS Black HHr/Inc $25K-29999,2014-2018 ACS Households with Black HHr/Income $25000-$29999,9,0,,B19001Be6,acsincrace23
303,ACSTRESTHH,ACSBLKI30,2014-2018 ACS Black HHr/Inc $30K-34999,2014-2018 ACS Households with Black HHr/Income $30000-$34999,9,0,,B19001Be7,acsincrace24
304,ACSTRESTHH,ACSBLKI35,2014-2018 ACS Black HHr/Inc $35K-39999,2014-2018 ACS Households with Black HHr/Income $35000-$39999,9,0,,B19001Be8,acsincrace25
305,ACSTRESTHH,ACSBLKI40,2014-2018 ACS Black HHr/Inc $40K-44999,2014-2018 ACS Households with Black HHr/Income $40000-$44999,9,0,,B19001Be9,acsincrace26
306,ACSTRESTHH,ACSBLKI45,2014-2018 ACS Black HHr/Inc $45K-49999,2014-2018 ACS Households with Black HHr/Income $45000-$49999,9,0,,B19001Be10,acsincrace27
307,ACSTRESTHH,ACSBLKI50,2014-2018 ACS Black HHr/Inc $50K-59999,2014-2018 ACS Households with Black HHr/Income $50000-$59999,9,0,,B19001Be11,acsincrace28
308,ACSTRESTHH,ACSBLKI60,2014-2018 ACS Black HHr/Inc $60K-74999,2014-2018 ACS Households with Black HHr/Income $60000-$74999,9,0,,B19001Be12,acsincrace29
309,ACSTRESTHH,ACSBLKI75,2014-2018 ACS Black HHr/Inc $75K-99999,2014-2018 ACS Households with Black HHr/Income $75000-$99999,9,0,,B19001Be13,acsincrace30
310,ACSTRESTHH,ACSBLKI100,2014-2018 ACS Black HHr/Inc $100K-124999,2014-2018 ACS Households with Black HHr/Income $100000-$124999,9,0,,B19001Be14,acsincrace31
311,ACSTRESTHH,ACSBLKI125,2014-2018 ACS Black HHr/Inc $125K-149999,2014-2018 ACS Households with Black HHr/Income $125000-$149999,9,0,,B19001Be15,acsincrace32
312,ACSTRESTHH,ACSBLKI150,2014-2018 ACS Black HHr/Inc $150K-199999,2014-2018 ACS Households with Black HHr/Income $150000-$199999,9,0,,B19001Be16,acsincrace33
313,ACSTRESTHH,ACSBLKI200,2014-2018 ACS Black HHr/Inc $200000+,2014-2018 ACS Households with Black HHr/Income $200000+,9,0,,B19001Be17,acsincrace34
314,ACSTRESTHH,ACSMEDBLKI,2014-2018 ACS Median HH Income/Black HHr,2014-2018 ACS Median Household Income: Black Householder,9,0,YES,B19013Be1,acsmedincrace2
315,ACSTRESTHH,ACSAGGBLKI,2014-2018 ACS Aggr HH Income/Black HHr,2014-2018 ACS Aggregate Household Income: Black Householder,15,0,YES,B19025Be1,acsaggincrace2
316,ACSTRESTHH,ACSAIHHR,2014-2018 ACS HH Inc Base/Amer Indian HHr,2014-2018 ACS Households with American Indian Householder,9,0,,B19001Ce1,acsincrace35
317,ACSTRESTHH,ACSAII0,2014-2018 ACS AI HHr/Inc <$10000,2014-2018 ACS Households w/Amer Indian HHr/Income <$10000,9,0,,B19001Ce2,acsincrace36
318,ACSTRESTHH,ACSAII10,2014-2018 ACS Amer Indian  HHr/Inc $10K-14999,2014-2018 ACS Households w/Amer Indian HHr/Income $10000-$14999,9,0,,B19001Ce3,acsincrace37
319,ACSTRESTHH,ACSAII15,2014-2018 ACS Amer Indian  HHr/Inc $15K-19999,2014-2018 ACS Households w/Amer Indian HHr/Income $15000-$19999,9,0,,B19001Ce4,acsincrace38
320,ACSTRESTHH,ACSAII20,2014-2018 ACS Amer Indian  HHr/Inc $20K-24999,2014-2018 ACS Households w/Amer Indian HHr/Income $20000-$24999,9,0,,B19001Ce5,acsincrace39
321,ACSTRESTHH,ACSAII25,2014-2018 ACS Amer Indian  HHr/Inc $25K-29999,2014-2018 ACS Households w/Amer Indian HHr/Income $25000-$29999,9,0,,B19001Ce6,acsincrace40
322,ACSTRESTHH,ACSAII30,2014-2018 ACS Amer Indian  HHr/Inc $30K-34999,2014-2018 ACS Households w/Amer Indian HHr/Income $30000-$34999,9,0,,B19001Ce7,acsincrace41
323,ACSTRESTHH,ACSAII35,2014-2018 ACS Amer Indian  HHr/Inc $35K-39999,2014-2018 ACS Households w/Amer Indian HHr/Income $35000-$39999,9,0,,B19001Ce8,acsincrace42
324,ACSTRESTHH,ACSAII40,2014-2018 ACS Amer Indian  HHr/Inc $40K-44999,2014-2018 ACS Households w/Amer Indian HHr/Income $40000-$44999,9,0,,B19001Ce9,acsincrace43
325,ACSTRESTHH,ACSAII45,2014-2018 ACS Amer Indian  HHr/Inc $45K-49999,2014-2018 ACS Households w/Amer Indian HHr/Income $45000-$49999,9,0,,B19001Ce10,acsincrace44
326,ACSTRESTHH,ACSAII50,2014-2018 ACS Amer Indian  HHr/Inc $50K-59999,2014-2018 ACS Households w/Amer Indian HHr/Income $50000-$59999,9,0,,B19001Ce11,acsincrace45
327,ACSTRESTHH,ACSAII60,2014-2018 ACS Amer Indian  HHr/Inc $60K-74999,2014-2018 ACS Households w/Amer Indian HHr/Income $60000-$74999,9,0,,B19001Ce12,acsincrace46
328,ACSTRESTHH,ACSAII75,2014-2018 ACS Amer Indian  HHr/Inc $75K-99999,2014-2018 ACS Households w/Amer Indian HHr/Income $75000-$99999,9,0,,B19001Ce13,acsincrace47
329,ACSTRESTHH,ACSAII100,2014-2018 ACS Amer Indian  HHr/Inc $100K-124999,2014-2018 ACS Households w/Amer Indian HHr/Income $100000-$124999,9,0,,B19001Ce14,acsincrace48
330,ACSTRESTHH,ACSAII125,2014-2018 ACS Amer Indian  HHr/Inc $125K-149999,2014-2018 ACS Households w/Amer Indian HHr/Income $125000-$149999,9,0,,B19001Ce15,acsincrace49
331,ACSTRESTHH,ACSAII150,2014-2018 ACS Amer Indian  HHr/Inc $150K-199999,2014-2018 ACS Households w/Amer Indian HHr/Income $150000-$199999,9,0,,B19001Ce16,acsincrace50
332,ACSTRESTHH,ACSAII200,2014-2018 ACS Amer Indian  HHr/Inc $200000+,2014-2018 ACS Households w/Amer Indian HHr/Income $200000+,9,0,,B19001Ce17,acsincrace51
333,ACSTRESTHH,ACSMEDAII,2014-2018 ACS Median HH Inc/Amer Indian HHr,2014-2018 ACS Median Household Income: American Indian Householder,9,0,YES,B19013Ce1,acsmedincrace3
334,ACSTRESTHH,ACSAGGAII,2014-2018 ACS Aggr HH Inc/Amer Indian HHr,2014-2018 ACS Aggregate Household Income: American Indian Householder,15,0,YES,B19025Ce1,acsaggincrace3
335,ACSTRESTHH,ACSASNHHR,2014-2018 ACS HH Income Base/Asian HHr,2014-2018 ACS Households with Asian Householder,9,0,,B19001De1,acsincrace52
336,ACSTRESTHH,ACSASNI0,2014-2018 ACS Asian HHr/Inc <$10000,2014-2018 ACS Households with Asian HHr/Income <$10000,9,0,,B19001De2,acsincrace53
337,ACSTRESTHH,ACSASNI10,2014-2018 ACS Asian HHr/Inc $10K-14999,2014-2018 ACS Households with Asian HHr/Income $10000-$14999,9,0,,B19001De3,acsincrace54
338,ACSTRESTHH,ACSASNI15,2014-2018 ACS Asian HHr/Inc $15K-19999,2014-2018 ACS Households with Asian HHr/Income $15000-$19999,9,0,,B19001De4,acsincrace55
339,ACSTRESTHH,ACSASNI20,2014-2018 ACS Asian HHr/Inc $20K-24999,2014-2018 ACS Households with Asian HHr/Income $20000-$24999,9,0,,B19001De5,acsincrace56
340,ACSTRESTHH,ACSASNI25,2014-2018 ACS Asian HHr/Inc $25K-29999,2014-2018 ACS Households with Asian HHr/Income $25000-$29999,9,0,,B19001De6,acsincrace57
341,ACSTRESTHH,ACSASNI30,2014-2018 ACS Asian HHr/Inc $30K-34999,2014-2018 ACS Households with Asian HHr/Income $30000-$34999,9,0,,B19001De7,acsincrace58
342,ACSTRESTHH,ACSASNI35,2014-2018 ACS Asian HHr/Inc $35K-39999,2014-2018 ACS Households with Asian HHr/Income $35000-$39999,9,0,,B19001De8,acsincrace59
343,ACSTRESTHH,ACSASNI40,2014-2018 ACS Asian HHr/Inc $40K-44999,2014-2018 ACS Households with Asian HHr/Income $40000-$44999,9,0,,B19001De9,acsincrace60
344,ACSTRESTHH,ACSASNI45,2014-2018 ACS Asian HHr/Inc $45K-49999,2014-2018 ACS Households with Asian HHr/Income $45000-$49999,9,0,,B19001De10,acsincrace61
345,ACSTRESTHH,ACSASNI50,2014-2018 ACS Asian HHr/Inc $50K-59999,2014-2018 ACS Households with Asian HHr/Income $50000-$59999,9,0,,B19001De11,acsincrace62
346,ACSTRESTHH,ACSASNI60,2014-2018 ACS Asian HHr/Inc $60K-74999,2014-2018 ACS Households with Asian HHr/Income $60000-$74999,9,0,,B19001De12,acsincrace63
347,ACSTRESTHH,ACSASNI75,2014-2018 ACS Asian HHr/Inc $75K-99999,2014-2018 ACS Households with Asian HHr/Income $75000-$99999,9,0,,B19001De13,acsincrace64
348,ACSTRESTHH,ACSASNI100,2014-2018 ACS Asian HHr/Inc $100K-124999,2014-2018 ACS Households with Asian HHr/Income $100000-$124999,9,0,,B19001De14,acsincrace65
349,ACSTRESTHH,ACSASNI125,2014-2018 ACS Asian HHr/Inc $125K-149999,2014-2018 ACS Households with Asian HHr/Income $125000-$149999,9,0,,B19001De15,acsincrace66
350,ACSTRESTHH,ACSASNI150,2014-2018 ACS Asian HHr/Inc $150K-199999,2014-2018 ACS Households with Asian HHr/Income $150000-$199999,9,0,,B19001De16,acsincrace67
351,ACSTRESTHH,ACSASNI200,2014-2018 ACS Asian HHr/Inc $200000+,2014-2018 ACS Households with Asian HHr/Income $200000+,9,0,,B19001De17,acsincrace68
352,ACSTRESTHH,ACSMEDASNI,2014-2018 ACS Median HH Income/Asian HHr,2014-2018 ACS Median Household Income: Asian Householder,9,0,YES,B19013De1,acsmedincrace4
353,ACSTRESTHH,ACSAGGASNI,2014-2018 ACS Aggr HH Income/Asian HHr,2014-2018 ACS Aggregate Household Income: Asian Householder,15,0,YES,B19025De1,acsaggincrace4
354,ACSTRESTHH,ACSPIHHR,2014-2018 ACS HH Income Base/Pac Islander HHr,2014-2018 ACS Households with Pacific Islander Householder,9,0,,B19001Ee1,acsincrace69
355,ACSTRESTHH,ACSPII0,2014-2018 ACS Pac Islander HHr/Inc <$10000,2014-2018 ACS Households w/Pacific Islander HHr/Income <$10000,9,0,,B19001Ee2,acsincrace70
356,ACSTRESTHH,ACSPII10,2014-2018 ACS Pac Islander HHr/Inc $10K-14999,2014-2018 ACS Households w/Pacific Islander HHr/Income $10000-$14999,9,0,,B19001Ee3,acsincrace71
357,ACSTRESTHH,ACSPII15,2014-2018 ACS Pac Islander HHr/Inc $15K-19999,2014-2018 ACS Households w/Pacific Islander HHr/Income $15000-$19999,9,0,,B19001Ee4,acsincrace72
358,ACSTRESTHH,ACSPII20,2014-2018 ACS Pac Islander HHr/Inc $20K-24999,2014-2018 ACS Households w/Pacific Islander HHr/Income $20000-$24999,9,0,,B19001Ee5,acsincrace73
359,ACSTRESTHH,ACSPII25,2014-2018 ACS Pac Islander HHr/Inc $25K-29999,2014-2018 ACS Households w/Pacific Islander HHr/Income $25000-$29999,9,0,,B19001Ee6,acsincrace74
360,ACSTRESTHH,ACSPII30,2014-2018 ACS Pac Islander HHr/Inc $30K-34999,2014-2018 ACS Households w/Pacific Islander HHr/Income $30000-$34999,9,0,,B19001Ee7,acsincrace75
361,ACSTRESTHH,ACSPII35,2014-2018 ACS Pac Islander HHr/Inc $35K-39999,2014-2018 ACS Households w/Pacific Islander HHr/Income $35000-$39999,9,0,,B19001Ee8,acsincrace76
362,ACSTRESTHH,ACSPII40,2014-2018 ACS Pac Islander HHr/Inc $40K-44999,2014-2018 ACS Households w/Pacific Islander HHr/Income $40000-$44999,9,0,,B19001Ee9,acsincrace77
363,ACSTRESTHH,ACSPII45,2014-2018 ACS Pac Islander HHr/Inc $45K-49999,2014-2018 ACS Households w/Pacific Islander HHr/Income $45000-$49999,9,0,,B19001Ee10,acsincrace78
364,ACSTRESTHH,ACSPII50,2014-2018 ACS Pac Islander HHr/Inc $50K-59999,2014-2018 ACS Households w/Pacific Islander HHr/Income $50000-$59999,9,0,,B19001Ee11,acsincrace79
365,ACSTRESTHH,ACSPII60,2014-2018 ACS Pac Islander HHr/Inc $60K-74999,2014-2018 ACS Households w/Pacific Islander HHr/Income $60000-$74999,9,0,,B19001Ee12,acsincrace80
366,ACSTRESTHH,ACSPII75,2014-2018 ACS Pac Islander HHr/Inc $75K-99999,2014-2018 ACS Households w/Pacific Islander HHr/Income $75000-$99999,9,0,,B19001Ee13,acsincrace81
367,ACSTRESTHH,ACSPII100,2014-2018 ACS Pac Islander HHr/Inc $100K-124999,2014-2018 ACS Households w/Pacific Islander HHr/Income $100000-$124999,9,0,,B19001Ee14,acsincrace82
368,ACSTRESTHH,ACSPII125,2014-2018 ACS Pac Islander HHr/Inc $125K-149999,2014-2018 ACS Households w/Pacific Islander HHr/Income $125000-$149999,9,0,,B19001Ee15,acsincrace83
369,ACSTRESTHH,ACSPII150,2014-2018 ACS Pac Islander HHr/Inc $150K-199999,2014-2018 ACS Households w/Pacific Islander HHr/Income $150000-$199999,9,0,,B19001Ee16,acsincrace84
370,ACSTRESTHH,ACSPII200,2014-2018 ACS Pac Islander HHr/Inc $200000+,2014-2018 ACS Households w/Pacific Islander HHr/Income $200000+,9,0,,B19001Ee17,acsincrace85
371,ACSTRESTHH,ACSMEDPII,2014-2018 ACS Median HH Inc/Pac Islander HHr,2014-2018 ACS Median Household Income: Pacific Islander Householder,9,0,YES,B19013Ee1,acsmedincrace5
372,ACSTRESTHH,ACSAGGPII,2014-2018 ACS Aggr HH Income/Pac Islander HHr,2014-2018 ACS Aggregate Household Income: Pacific Islander Householder,15,0,YES,B19025Ee1,acsaggincrace5
373,ACSTRESTHH,ACSOTHHHR,2014-2018 ACS HH Inc Base/Other Race HHr,2014-2018 ACS Households with Other Race Householder,9,0,,B19001Fe1,acsincrace86
374,ACSTRESTHH,ACSOTHI0,2014-2018 ACS Other Race HHr/Inc <$10000,2014-2018 ACS Households w/Other Race HHr/Income <$10000,9,0,,B19001Fe2,acsincrace87
375,ACSTRESTHH,ACSOTHI10,2014-2018 ACS Other Race HHr/Inc $10K-14999,2014-2018 ACS Households w/Other Race HHr/Income $10000-$14999,9,0,,B19001Fe3,acsincrace88
376,ACSTRESTHH,ACSOTHI15,2014-2018 ACS Other Race HHr/Inc $15K-19999,2014-2018 ACS Households w/Other Race HHr/Income $15000-$19999,9,0,,B19001Fe4,acsincrace89
377,ACSTRESTHH,ACSOTHI20,2014-2018 ACS Other Race HHr/Inc $20K-24999,2014-2018 ACS Households w/Other Race HHr/Income $20000-$24999,9,0,,B19001Fe5,acsincrace90
378,ACSTRESTHH,ACSOTHI25,2014-2018 ACS Other Race HHr/Inc $25K-29999,2014-2018 ACS Households w/Other Race HHr/Income $25000-$29999,9,0,,B19001Fe6,acsincrace91
379,ACSTRESTHH,ACSOTHI30,2014-2018 ACS Other Race HHr/Inc $30K-34999,2014-2018 ACS Households w/Other Race HHr/Income $30000-$34999,9,0,,B19001Fe7,acsincrace92
380,ACSTRESTHH,ACSOTHI35,2014-2018 ACS Other Race HHr/Inc $35K-39999,2014-2018 ACS Households w/Other Race HHr/Income $35000-$39999,9,0,,B19001Fe8,acsincrace93
381,ACSTRESTHH,ACSOTHI40,2014-2018 ACS Other Race HHr/Inc $40K-44999,2014-2018 ACS Households w/Other Race HHr/Income $40000-$44999,9,0,,B19001Fe9,acsincrace94
382,ACSTRESTHH,ACSOTHI45,2014-2018 ACS Other Race HHr/Inc $45K-49999,2014-2018 ACS Households w/Other Race HHr/Income $45000-$49999,9,0,,B19001Fe10,acsincrace95
383,ACSTRESTHH,ACSOTHI50,2014-2018 ACS Other Race HHr/Inc $50K-59999,2014-2018 ACS Households w/Other Race HHr/Income $50000-$59999,9,0,,B19001Fe11,acsincrace96
384,ACSTRESTHH,ACSOTHI60,2014-2018 ACS Other Race HHr/Inc $60K-74999,2014-2018 ACS Households w/Other Race HHr/Income $60000-$74999,9,0,,B19001Fe12,acsincrace97
385,ACSTRESTHH,ACSOTHI75,2014-2018 ACS Other Race HHr/Inc $75K-99999,2014-2018 ACS Households w/Other Race HHr/Income $75000-$99999,9,0,,B19001Fe13,acsincrace98
386,ACSTRESTHH,ACSOTHI100,2014-2018 ACS Other Race HHr/Inc $100K-124999,2014-2018 ACS Households w/Other Race HHr/Income $100000-$124999,9,0,,B19001Fe14,acsincrace99
387,ACSTRESTHH,ACSOTHI125,2014-2018 ACS Other Race HHr/Inc $125K-149999,2014-2018 ACS Households w/Other Race HHr/Income $125000-$149999,9,0,,B19001Fe15,acsincrace100
388,ACSTRESTHH,ACSOTHI150,2014-2018 ACS Other Race HHr/Inc $150K-199999,2014-2018 ACS Households w/Other Race HHr/Income $150000-$199999,9,0,,B19001Fe16,acsincrace101
389,ACSTRESTHH,ACSOTHI200,2014-2018 ACS Other Race HHr/Inc $200000+,2014-2018 ACS Households w/Other Race HHr/Income $200000+,9,0,,B19001Fe17,acsincrace102
390,ACSTRESTHH,ACSMEDOTHI,2014-2018 ACS Median HH Inc/Other Race HHr,2014-2018 ACS Median Household Income: Other Race Householder,9,0,YES,B19013Fe1,acsmedincrace6
391,ACSTRESTHH,ACSAGGOTHI,2014-2018 ACS Aggr HH Inc/Other Race HHr,2014-2018 ACS Aggregate Household Income: Other Race Householder,15,0,YES,B19025Fe1,acsaggincrace6
392,ACSTRESTHH,ACSMLTHHR,2014-2018 ACS HH Inc Base/2+ Races HHr,2014-2018 ACS Households with Multiple Races Householder,9,0,,B19001Ge1,acsincrace103
393,ACSTRESTHH,ACSMLTI0,2014-2018 ACS 2+ Races HHr/Inc <$10000,2014-2018 ACS Households w/Multiple Races HHr/Income <$10000,9,0,,B19001Ge2,acsincrace104
394,ACSTRESTHH,ACSMLTI10,2014-2018 ACS 2+ Races HHr/Inc $10K-14999,2014-2018 ACS Households w/Multiple Races HHr/Income $10000-$14999,9,0,,B19001Ge3,acsincrace105
395,ACSTRESTHH,ACSMLTI15,2014-2018 ACS 2+ Races HHr/Inc $15K-19999,2014-2018 ACS Households w/Multiple Races HHr/Income $15000-$19999,9,0,,B19001Ge4,acsincrace106
396,ACSTRESTHH,ACSMLTI20,2014-2018 ACS 2+ Races HHr/Inc $20K-24999,2014-2018 ACS Households w/Multiple Races HHr/Income $20000-$24999,9,0,,B19001Ge5,acsincrace107
397,ACSTRESTHH,ACSMLTI25,2014-2018 ACS 2+ Races HHr/Inc $25K-29999,2014-2018 ACS Households w/Multiple Races HHr/Income $25000-$29999,9,0,,B19001Ge6,acsincrace108
398,ACSTRESTHH,ACSMLTI30,2014-2018 ACS 2+ Races HHr/Inc $30K-34999,2014-2018 ACS Households w/Multiple Races HHr/Income $30000-$34999,9,0,,B19001Ge7,acsincrace109
399,ACSTRESTHH,ACSMLTI35,2014-2018 ACS 2+ Races HHr/Inc $35K-39999,2014-2018 ACS Households w/Multiple Races HHr/Income $35000-$39999,9,0,,B19001Ge8,acsincrace110
400,ACSTRESTHH,ACSMLTI40,2014-2018 ACS 2+ Races HHr/Inc $40K-44999,2014-2018 ACS Households w/Multiple Races HHr/Income $40000-$44999,9,0,,B19001Ge9,acsincrace111
401,ACSTRESTHH,ACSMLTI45,2014-2018 ACS 2+ Races HHr/Inc $45K-49999,2014-2018 ACS Households w/Multiple Races HHr/Income $45000-$49999,9,0,,B19001Ge10,acsincrace112
402,ACSTRESTHH,ACSMLTI50,2014-2018 ACS 2+ Races HHr/Inc $50K-59999,2014-2018 ACS Households w/Multiple Races HHr/Income $50000-$59999,9,0,,B19001Ge11,acsincrace113
403,ACSTRESTHH,ACSMLTI60,2014-2018 ACS 2+ Races HHr/Inc $60K-74999,2014-2018 ACS Households w/Multiple Races HHr/Income $60000-$74999,9,0,,B19001Ge12,acsincrace114
404,ACSTRESTHH,ACSMLTI75,2014-2018 ACS 2+ Races HHr/Inc $75K-99999,2014-2018 ACS Households w/Multiple Races HHr/Income $75000-$99999,9,0,,B19001Ge13,acsincrace115
405,ACSTRESTHH,ACSMLTI100,2014-2018 ACS 2+ Races HHr/Inc $100K-124999,2014-2018 ACS Households w/Multiple Races HHr/Income $100000-$124999,9,0,,B19001Ge14,acsincrace116
406,ACSTRESTHH,ACSMLTI125,2014-2018 ACS 2+ Races HHr/Inc $125K-149999,2014-2018 ACS Households w/Multiple Races HHr/Income $125000-$149999,9,0,,B19001Ge15,acsincrace117
407,ACSTRESTHH,ACSMLTI150,2014-2018 ACS 2+ Races HHr/Inc $150K-199999,2014-2018 ACS Households w/Multiple Races HHr/Income $150000-$199999,9,0,,B19001Ge16,acsincrace118
408,ACSTRESTHH,ACSMLTI200,2014-2018 ACS 2+ Races HHr/Inc $200000+,2014-2018 ACS Households w/Multiple Races HHr/Income $200000+,9,0,,B19001Ge17,acsincrace119
409,ACSTRESTHH,ACSMEDMLTI,2014-2018 ACS Median HH Inc/2+ Races HHr,2014-2018 ACS Median Household Income: Multiple Races Householder,9,0,YES,B19013Ge1,acsmedincrace7
410,ACSTRESTHH,ACSAGGMLTI,2014-2018 ACS Aggr HH Inc/2+ Races HHr,2014-2018 ACS Aggregate Household Income: Multiple Races Householder,15,0,YES,B19025Ge1,acsaggincrace7
411,ACSTRESTHH,ACSWNHHHR,2014-2018 ACS HH Inc Base/White Non-Hisp HHr,2014-2018 ACS Households with White Non-Hispanic Householder,9,0,,B19001He1,acsincrace120
412,ACSTRESTHH,ACSWNHI0,2014-2018 ACS White Non-Hisp HHr/Inc <$10000,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc <$10000,9,0,,B19001He2,acsincrace121
413,ACSTRESTHH,ACSWNHI10,2014-2018 ACS White Non-Hisp HHr/Inc $10K-14999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $10000-$14999,9,0,,B19001He3,acsincrace122
414,ACSTRESTHH,ACSWNHI15,2014-2018 ACS White Non-Hisp HHr/Inc $15K-19999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $15000-$19999,9,0,,B19001He4,acsincrace123
415,ACSTRESTHH,ACSWNHI20,2014-2018 ACS White Non-Hisp HHr/Inc $20K-24999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $20000-$24999,9,0,,B19001He5,acsincrace124
416,ACSTRESTHH,ACSWNHI25,2014-2018 ACS White Non-Hisp HHr/Inc $25K-29999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $25000-$29999,9,0,,B19001He6,acsincrace125
417,ACSTRESTHH,ACSWNHI30,2014-2018 ACS White Non-Hisp HHr/Inc $30K-34999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $30000-$34999,9,0,,B19001He7,acsincrace126
418,ACSTRESTHH,ACSWNHI35,2014-2018 ACS White Non-Hisp HHr/Inc $35K-39999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $35000-$39999,9,0,,B19001He8,acsincrace127
419,ACSTRESTHH,ACSWNHI40,2014-2018 ACS White Non-Hisp HHr/Inc $40K-44999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $40000-$44999,9,0,,B19001He9,acsincrace128
420,ACSTRESTHH,ACSWNHI45,2014-2018 ACS White Non-Hisp HHr/Inc $45K-49999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $45000-$49999,9,0,,B19001He10,acsincrace129
421,ACSTRESTHH,ACSWNHI50,2014-2018 ACS White Non-Hisp HHr/Inc $50K-59999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $50000-$59999,9,0,,B19001He11,acsincrace130
422,ACSTRESTHH,ACSWNHI60,2014-2018 ACS White Non-Hisp HHr/Inc $60K-74999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $60000-$74999,9,0,,B19001He12,acsincrace131
423,ACSTRESTHH,ACSWNHI75,2014-2018 ACS White Non-Hisp HHr/Inc $75K-99999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $75000-$99999,9,0,,B19001He13,acsincrace132
424,ACSTRESTHH,ACSWNHI100,2014-2018 ACS White Non-Hisp HHr/Inc $100K-124999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $100000-$124999,9,0,,B19001He14,acsincrace133
425,ACSTRESTHH,ACSWNHI125,2014-2018 ACS White Non-Hisp HHr/Inc $125K-149999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $125000-$149999,9,0,,B19001He15,acsincrace134
426,ACSTRESTHH,ACSWNHI150,2014-2018 ACS White Non-Hisp HHr/Inc $150K-199999,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $150000-$199999,9,0,,B19001He16,acsincrace135
427,ACSTRESTHH,ACSWNHI200,2014-2018 ACS White Non-Hisp HHr/Inc $200000+,2014-2018 ACS Households w/White Non-Hispanic HHr/Inc $200000+,9,0,,B19001He17,acsincrace136
428,ACSTRESTHH,ACSMEDWNHI,2014-2018 ACS Median HH Inc/White Non-Hisp HHr,2014-2018 ACS Median Household Income: White Non-Hispanic Householder,9,0,YES,B19013He1,acsmedincrace8
429,ACSTRESTHH,ACSAGGWNHI,2014-2018 ACS Aggr HH Inc/White Non-Hisp HHr,2014-2018 ACS Aggregate Household Income: White Non-Hispanic Householder,15,0,YES,B19025He1,acsaggincrace8
430,ACSTRESTHH,ACSHSPHHR,2014-2018 ACS HH Income Base/Hispanic HHr,2014-2018 ACS Households with Hispanic Householder,9,0,,B19001Ie1,acsincrace137
431,ACSTRESTHH,ACSHSPI0,2014-2018 ACS Hispanic HHr/Inc <$10000,2014-2018 ACS Households w/Hispanic HHr/Income <$10000,9,0,,B19001Ie2,acsincrace138
432,ACSTRESTHH,ACSHSPI10,2014-2018 ACS Hispanic HHr/Inc $10K-14999,2014-2018 ACS Households w/Hispanic HHr/Income $10000-$14999,9,0,,B19001Ie3,acsincrace139
433,ACSTRESTHH,ACSHSPI15,2014-2018 ACS Hispanic HHr/Inc $15K-19999,2014-2018 ACS Households w/Hispanic HHr/Income $15000-$19999,9,0,,B19001Ie4,acsincrace140
434,ACSTRESTHH,ACSHSPI20,2014-2018 ACS Hispanic HHr/Inc $20K-24999,2014-2018 ACS Households w/Hispanic HHr/Income $20000-$24999,9,0,,B19001Ie5,acsincrace141
435,ACSTRESTHH,ACSHSPI25,2014-2018 ACS Hispanic HHr/Inc $25K-29999,2014-2018 ACS Households w/Hispanic HHr/Income $25000-$29999,9,0,,B19001Ie6,acsincrace142
436,ACSTRESTHH,ACSHSPI30,2014-2018 ACS Hispanic HHr/Inc $30K-34999,2014-2018 ACS Households w/Hispanic HHr/Income $30000-$34999,9,0,,B19001Ie7,acsincrace143
437,ACSTRESTHH,ACSHSPI35,2014-2018 ACS Hispanic HHr/Inc $35K-39999,2014-2018 ACS Households w/Hispanic HHr/Income $35000-$39999,9,0,,B19001Ie8,acsincrace144
438,ACSTRESTHH,ACSHSPI40,2014-2018 ACS Hispanic HHr/Inc $40K-44999,2014-2018 ACS Households w/Hispanic HHr/Income $40000-$44999,9,0,,B19001Ie9,acsincrace145
439,ACSTRESTHH,ACSHSPI45,2014-2018 ACS Hispanic HHr/Inc $45K-49999,2014-2018 ACS Households w/Hispanic HHr/Income $45000-$49999,9,0,,B19001Ie10,acsincrace146
440,ACSTRESTHH,ACSHSPI50,2014-2018 ACS Hispanic HHr/Inc $50K-59999,2014-2018 ACS Households w/Hispanic HHr/Income $50000-$59999,9,0,,B19001Ie11,acsincrace147
441,ACSTRESTHH,ACSHSPI60,2014-2018 ACS Hispanic HHr/Inc $60K-74999,2014-2018 ACS Households w/Hispanic HHr/Income $60000-$74999,9,0,,B19001Ie12,acsincrace148
