ObjectID,CountyGNIS,GEOIDFIPS,LandAreaSQM,WaterAreaSQM,Name,State,TotalPop,TotalPopMOE,NonHispWhPop,NonHispWhMOE,BlackPop,BlackPopMOE,AmIndop,AmeIndPopMOE,AsianPop,AsianPopMOE,PacIslPop,PacIslPopMOE,OtherPop,OtherPopMOE,TwoMorPop,TwoMorPopMOE,HispPop,HispPopMOE,PCPopNWh,PCPopNWhMOE,PCPopBk,PPCPopBkMOE,PCPopAI,PCPopAIMOEMOE,PCPopAs,PCPopAsMOE,PPCPopPI,PCPopPIMOE,PCPopOr,PCPopOrMOE,PCPopTm,CPopTmMOE,PCPopHL,PCPopHLMOE,ShpArea,ShpLength
617,422191,17043,848891774,22352081,DuPage County,Illinois,929060,0,621563,305,43661,756,517,154,109752,919,207,77,1386,344,19377,1233,132597,0,66.9,0.032828881,4.7,0.08137257,0.1,0.016575894,11.8,0.098917185,0,0.008287947,0.1,0.037026672,2.1,0.132714787,14.3,0,1571461610,166057.2309
618,424224,17045,1614400675,1565052,Edgar County,Illinois,17407,0,17087,55,31,37,12,9,31,21,0,18,0,18,36,24,210,0,98.2,0.315964842,0.2,0.212558166,0.1,0.051703338,0.2,0.120641121,0,0.103406675,0,0.103406675,0.2,0.137875567,1.2,0,2731522802,222709.9691
619,424225,17047,576012469,781202,Edwards County,Illinois,6455,0,6228,3,51,40,4,6,18,12,0,16,0,16,65,41,89,0,96.5,0.0464756,0.8,0.619674671,0.1,0.092951201,0.3,0.185902401,0,0.247869868,0,0.247869868,1,0.635166538,1.4,0,941016909.7,168746.8174
620,424226,17049,1240007567,3172833,Effingham County,Illinois,34137,0,32720,24,171,64,30,34,180,68,0,24,0,24,317,97,719,0,95.8,0.070304948,0.5,0.187479861,0.1,0.099598676,0.5,0.199197352,0,0.070304948,0,0.070304948,0.9,0.284149164,2.1,0,2064765335,186328.1876
621,424227,17051,1855567160,22931323,Fayette County,Illinois,21565,0,19868,21,1007,145,68,32,116,10,28,50,0,21,75,41,403,131,92.1,0.097380014,4.7,0.67238581,0.3,0.148388593,0.5,0.046371435,0.1,0.231857176,0,0.097380014,0.3,0.190122884,1.9,0.607465801,3114746124,262325.6614
622,424228,17053,1257690128,1640595,Ford County,Illinois,13270,0,12406,39,150,48,69,16,87,13,4,7,24,35,87,57,443,0,93.5,0.293896006,1.1,0.361718161,0.5,0.12057272,0.7,0.097965335,0,0.052750565,0.2,0.263752826,0.7,0.429540317,3.3,0,2186587580,292279.1189
623,424229,17055,1059101590,58404682,Franklin County,Illinois,38923,0,37309,24,284,57,87,44,167,50,27,30,18,26,376,90,655,0,95.9,0.061660201,0.7,0.146442977,0.2,0.113043702,0.4,0.128458752,0.1,0.077075251,0,0.066798551,1,0.231225753,1.7,0,1802216554,196126.9392
624,424230,17057,2242134871,43972444,Fulton County,Illinois,35092,0,32209,24,1317,105,100,42,28,20,8,14,0,24,369,113,1061,0,91.8,0.068391656,3.8,0.299213496,0.3,0.119685398,0.1,0.056993047,0,0.039895133,0,0.068391656,1.1,0.322010715,3,0,3954777719,263803.0406
625,424231,17059,836540704,13265237,Gallatin County,Illinois,5064,0,4842,8,26,26,26,40,6,10,0,16,6,8,92,44,66,38,95.6,0.157977883,0.5,0.51342812,0.5,0.789889415,0.1,0.197472354,0,0.315955766,0.1,0.157977883,1.8,0.868878357,1.3,0.750394945,1362050168,176477.2456
626,424232,17061,1406464906,8423898,Greene County,Illinois,13132,0,12635,13,183,72,0,18,27,38,7,12,9,13,112,83,159,0,96.2,0.098994822,1.4,0.548279013,0,0.137069753,0.2,0.289369479,0.1,0.091379836,0.1,0.098994822,0.9,0.632043862,1.2,0,2369711262,233967.7458
627,424233,17063,1082940535,32131734,Grundy County,Illinois,50666,0,43718,194,589,169,22,32,405,65,19,30,154,194,740,183,5019,0,86.3,0.382899775,1.2,0.33355702,0,0.063158726,0.8,0.128291162,0,0.059211305,0.3,0.382899775,1.5,0.361188963,9.9,0,1976532865,180124.0343
628,424234,17065,1125731579,3172088,Hamilton County,Illinois,8176,0,8070,63,33,31,0,16,12,22,0,16,0,16,0,16,61,49,98.7,0.770547945,0.4,0.379158513,0,0.195694716,0.1,0.269080235,0,0.195694716,0,0.195694716,0,0.195694716,0.7,0.599315068,1825007274,172778.7187
629,424235,17067,2055798692,53563370,Hancock County,Illinois,17983,0,17291,4,109,64,4,8,66,27,0,18,0,18,244,69,269,0,96.2,0.02224323,0.6,0.355891675,0,0.044486459,0.4,0.150141801,0,0.100094534,0,0.100094534,1.4,0.383695713,1.5,0,3641589916,253333.4667
630,424236,17069,459435085,10641306,Hardin County,Illinois,3939,0,3727,110,107,81,7,12,4,6,0,11,0,11,57,64,37,39,94.6,2.792586951,2.7,2.056359482,0.2,0.304645849,0.1,0.152322925,0,0.279258695,0,0.279258695,1.4,1.624777862,0.9,0.99009901,748522792.3,118528.7659
631,424237,17071,981077355,42557372,Henderson County,Illinois,6809,0,6533,16,9,9,0,16,39,49,0,16,0,16,105,49,123,0,95.9,0.234983111,0.1,0.132178,0,0.234983111,0.6,0.719635776,0,0.234983111,0,0.234983111,1.5,0.719635776,1.8,0,1789075632,201587.2247
632,424238,17073,2131698418,6825690,Henry County,Illinois,49267,0,44555,75,938,155,52,41,244,58,0,24,67,64,603,181,2808,0,90.4,0.152231717,1.9,0.314612215,0.1,0.083220005,0.5,0.117725861,0,0.048714149,0.1,0.129904398,1.2,0.367385877,5.7,0,3798533419,249849.6266
633,424239,17075,2894039691,4241183,Iroquois County,Illinois,27812,0,24984,48,227,65,20,15,98,22,0,21,90,62,452,80,1941,0,89.8,0.172587372,0.8,0.233712067,0.1,0.053933554,0.4,0.079102546,0,0.075506975,0.3,0.222925356,1.6,0.287645621,7,0,5054826066,284866.18
634,424240,17077,1511439610,48312227,Jackson County,Illinois,57977,0,42915,173,8663,228,146,74,1996,183,23,37,188,181,1479,299,2567,0,74,0.298394191,14.9,0.393259396,0.3,0.127636821,3.4,0.31564241,0,0.063818411,0.3,0.312192766,2.6,0.515721752,4.4,0,2501437442,225525.5567
635,424241,17079,1281043656,9334509,Jasper County,Illinois,9594,0,9303,16,47,11,3,8,9,12,0,16,4,8,194,39,34,32,97,0.166770898,0.5,0.114654993,0,0.083385449,0.1,0.125078174,0,0.166770898,0,0.083385449,2,0.406504065,0.4,0.333541797,2140166056,184507.2823
636,424242,17081,1479412106,32628685,Jefferson County,Illinois,37985,0,32496,14,3169,163,55,31,438,74,5,8,9,9,797,171,1016,0,85.5,0.036856654,8.3,0.429116757,0.1,0.081611162,1.2,0.194813742,0,0.021060945,0,0.023693563,2.1,0.450177702,2.7,0,2459014094,198351.5486
637,424243,17083,957415147,20333975,Jersey County,Illinois,21937,0,20979,21,96,53,23,38,67,63,0,21,5,13,458,100,309,0,95.6,0.095728678,0.4,0.241600948,0.1,0.173223321,0.3,0.287186033,0,0.095728678,0,0.05926061,2.1,0.455850846,1.4,0,1625090287,207684.7758
638,424244,17085,1556385345,45789933,Jo Daviess County,Illinois,21588,0,20436,19,123,26,74,18,130,13,8,11,11,17,152,34,654,0,94.7,0.088011858,0.6,0.12043728,0.3,0.083379655,0.6,0.06021864,0,0.050954234,0.1,0.078747452,0.7,0.157494905,3,0,2936726273,239464.7443
639,424245,17087,890268816,12819263,Johnson County,Illinois,12494,0,10618,169,1383,165,7,11,43,12,0,18,12,14,36,20,395,0,85,1.352649272,11.1,1.320633904,0.1,0.08804226,0.3,0.096046102,0,0.144069153,0.1,0.112053786,0.3,0.160076837,3.2,0,1435796595,162171.9165
640,424246,17089,1345136016,12488621,Kane County,Illinois,531376,0,303165,416,28109,698,484,146,21320,554,190,39,1134,452,7610,885,169364,0,57.1,0.078287314,5.3,0.13135708,0.1,0.027475836,4,0.104257625,0,0.007339436,0.2,0.085062178,1.4,0.166548734,31.9,0,2455381874,210500.8569
641,424247,17091,1752114613,12445712,Kankakee County,Illinois,110637,0,79624,44,16714,298,200,107,933,144,0,27,125,109,1537,316,11504,0,72,0.039769697,15.1,0.269349314,0.2,0.096712673,0.8,0.130155373,0,0.024404132,0.1,0.098520386,1.4,0.285618735,10.4,0,3113829422,247669.1352
642,424248,17093,829412768,5136525,Kendall County,Illinois,126054,0,87604,22,8815,439,59,70,4016,366,0,27,11,22,1978,577,23571,0,69.5,0.017452838,7,0.348263443,0,0.055531756,3.2,0.290351754,0,0.021419392,0,0.017452838,1.6,0.457740334,18.7,0,1493170105,154487.8263
643,424249,17095,1855427715,8837382,Knox County,Illinois,50508,0,41855,50,4281,179,85,61,554,59,0,27,78,79,746,194,2909,0,82.9,0.098994219,8.5,0.354399303,0.2,0.120772947,1.1,0.116813178,0,0.053456878,0.2,0.156410866,1.5,0.384097569,5.8,0,3269431510,230252.086
644,1784796,17097,1149695575,2394258736,Lake County,Illinois,701473,0,432361,339,45923,856,907,242,53654,785,196,98,1324,413,14967,1169,152141,0,61.6,0.048326878,6.5,0.122028931,0.1,0.034498833,7.6,0.111907372,0,0.013970602,0.2,0.058876108,2.1,0.166649322,21.7,0,2229892835,198350.8998
645,422247,17099,2940070811,33698037,LaSalle County,Illinois,109737,0,93764,29,2833,221,74,59,782,183,19,31,18,21,1589,337,10658,0,85.4,0.02642682,2.6,0.201390598,0.1,0.053764911,0.7,0.16676235,0,0.02824936,0,0.019136663,1.4,0.307097879,9.7,0,5280700911,335296.7678
646,424252,17101,963938131,5076516,Lawrence County,Illinois,16033,0,13557,30,1323,138,155,129,87,98,0,18,12,19,284,156,615,0,84.6,0.187114077,8.3,0.860724755,1,0.804590532,0.5,0.611239319,0,0.112268446,0.1,0.118505582,1.8,0.972993202,3.8,0,1594207918,172614.2937
647,424253,17103,1877189067,9732924,Lee County,Illinois,34389,0,29640,41,1875,95,92,24,193,49,31,26,31,30,388,109,2139,0,86.2,0.119224171,5.5,0.276251127,0.3,0.069789758,0.6,0.142487423,0.1,0.075605572,0.1,0.087237198,1.1,0.316961819,6.2,0,3392300067,256121.4854
648,424254,17105,2702983877,5975818,Livingston County,Illinois,36040,0,32131,3,1488,132,0,24,308,59,0,24,2,3,464,150,1647,0,89.2,0.008324084,4.1,0.366259711,0,0.066592675,0.9,0.163706992,0,0.066592675,0,0.008324084,1.3,0.416204218,4.6,0,4745068639,298498.284
649,424255,17107,1600757857,2252736,Logan County,Illinois,29003,0,25049,8,1984,175,35,27,218,49,2,5,24,31,706,179,985,0,86.4,0.027583353,6.8,0.603385857,0.1,0.093093818,0.8,0.16894804,0,0.017239596,0.1,0.106885495,2.4,0.617177533,3.4,0,2744845914,219838.4043
650,1784729,17109,1526339596,2012552,McDonough County,Illinois,30479,0,26782,32,1422,123,31,34,653,132,0,24,0,24,747,178,844,0,87.9,0.104990321,4.7,0.403556547,0.1,0.111552216,2.1,0.433085075,0,0.078742741,0,0.078742741,2.5,0.584008662,2.8,0,2642617256,205604.1856
651,1784815,17111,1562786765,19872668,McHenry County,Illinois,307714,0,249502,138,4231,358,219,126,8554,301,11,18,254,135,4677,453,40266,0,81.1,0.044846838,1.4,0.116341798,0.1,0.040947113,2.8,0.097818104,0,0.005849588,0.1,0.043871907,1.5,0.147214621,13.1,0,2897161564,215542.5865
652,1784833,17113,3064600918,7801224,McLean County,Illinois,172578,0,137144,267,14247,341,286,81,8762,307,33,35,246,268,3365,461,8495,0,79.5,0.154712652,8.3,0.197591814,0.2,0.046935299,5.1,0.177890577,0,0.020280685,0.1,0.1552921,1.9,0.26712559,4.9,0,5317837637,317772.5933
653,424256,17115,1503684109,13406663,Macon County,Illinois,105528,0,80477,78,15490,584,230,90,1064,188,15,19,163,94,5684,640,2405,0,76.3,0.073914032,14.7,0.553407626,0.2,0.085285422,1,0.17815177,0,0.0180047,0.2,0.089075885,5.4,0.606474111,2.3,0,2577837452,221304.5667
654,424257,17117,2235091594,12250027,Macoupin County,Illinois,45463,0,43670,31,434,39,82,42,222,31,0,24,6,8,489,67,560,0,96.1,0.068187317,1,0.085784044,0.2,0.092382817,0.5,0.068187317,0,0.052790181,0,0.017596727,1.1,0.147372589,1.2,0,3753822434,251161.0714
655,424258,17119,1853152211,63999231,Madison County,Illinois,264776,0,225251,77,22602,601,466,138,2744,201,27,29,115,75,4945,610,8626,0,85.1,0.029081186,8.5,0.226984319,0.2,0.052119527,1,0.075913225,0,0.010952654,0,0.02832583,1.9,0.230383418,3.3,0,3163717680,254282.4791
656,424259,17121,1482865607,9234118,Marion County,Illinois,37743,0,34411,8,1368,172,81,27,243,43,0,24,52,46,823,181,765,0,91.2,0.021195983,3.6,0.455713642,0.2,0.071536444,0.6,0.113928411,0,0.06358795,0.1,0.121876904,2.2,0.479559124,2,0,2450000029,199133.5478
657,424260,17123,1001843226,30364348,Marshall County,Illinois,11679,0,11040,18,31,38,4,7,44,28,0,18,16,18,192,35,352,0,94.5,0.154122784,0.3,0.325370323,0,0.059936638,0.4,0.239746554,0,0.154122784,0.1,0.154122784,1.6,0.299683192,3,0,1815737591,206622.0198
658,424261,17125,1396914851,62748513,Mason County,Illinois,13621,0,13138,3,103,57,22,20,24,30,0,18,1,3,180,59,153,0,96.5,0.022024815,0.8,0.418471478,0.2,0.146832097,0.2,0.220248146,0,0.132148888,0,0.022024815,1.3,0.433154688,1.1,0,2507814138,326851.3754
659,1784730,17127,614453457,11901753,Massac County,Illinois,14219,0,12547,4,830,99,6,12,29,38,0,18,0,18,388,105,419,0,88.2,0.028131374,5.8,0.696251494,0,0.084394121,0.2,0.267248048,0,0.126591181,0,0.126591181,2.7,0.738448555,2.9,0,989518735.9,144643.7128
660,424266,17129,814269350,2640418,Menard County,Illinois,12306,0,11763,11,54,59,33,47,43,16,0,18,10,11,215,82,188,0,95.6,0.089387291,0.4,0.479440923,0.3,0.381927515,0.3,0.130017877,0,0.146270112,0.1,0.089387291,1.7,0.666341622,1.5,0,1394841633,197204.0483
661,1784750,17131,1453604361,19411909,Mercer County,Illinois,15589,0,14856,3,98,43,15,16,57,23,0,18,0,18,183,52,380,0,95.3,0.019244339,0.6,0.275835525,0.1,0.102636474,0.4,0.147539932,0,0.115466034,0,0.115466034,1.2,0.333568542,2.4,0,2604685703,215890.4158
662,1784865,17133,997988611,33757480,Monroe County,Illinois,34168,0,32900,69,60,44,0,24,444,122,0,24,60,70,179,103,525,0,96.3,0.201943339,0.2,0.128775462,0,0.070241161,1.3,0.357059237,0,0.070241161,0.2,0.204870054,0.5,0.301451651,1.5,0,1676907919,196565.5338
663,1784866,17135,1822726466,15458338,Montgomery County,Illinois,28828,0,26883,21,1078,220,50,32,71,36,14,22,0,21,222,226,510,0,93.3,0.072845844,3.7,0.76314694,0.2,0.111003191,0.2,0.12487859,0,0.076314694,0,0.072845844,0.8,0.783960039,1.8,0,3067778425,276078.8766
664,424270,17137,1473584099,9065256,Morgan County,Illinois,34247,0,30195,4,2319,199,80,44,210,51,2,4,3,4,589,218,849,0,88.2,0.011679855,6.8,0.581072795,0.2,0.128478407,0.6,0.148918153,0,0.011679855,0,0.011679855,1.7,0.636552107,2.5,0,2508839726,246793.9189
665,1784885,17139,870134336,22104308,Moultrie County,Illinois,14641,0,14144,18,112,47,58,14,23,22,0,18,3,7,89,43,212,0,96.6,0.122942422,0.8,0.321016324,0.4,0.095621884,0.2,0.15026296,0,0.122942422,0,0.047810942,0.6,0.293695786,1.4,0,1506574324,174907.0773
666,1784894,17141,1964903717,12378959,Ogle County,Illinois,51025,0,44283,34,520,144,117,88,276,60,9,15,31,34,623,191,5166,0,86.8,0.066634003,1,0.282214601,0.2,0.172464478,0.5,0.117589417,0,0.029397354,0.1,0.066634003,1.2,0.374326311,10.1,0,3587655942,267527.5648
667,1784920,17143,1602464183,30659935,Peoria County,Illinois,182770,0,127756,128,32183,904,466,130,7424,227,11,15,181,121,5962,898,8787,0,69.9,0.070033375,17.6,0.494610713,0.3,0.071127647,4.1,0.124199814,0,0.008207036,0.1,0.066203425,3.3,0.491327898,4.8,0,2851757091,237705.9122
668,1784940,17145,1144367942,13418384,Perry County,Illinois,21251,0,18231,21,1925,65,27,28,146,9,0,21,0,21,260,72,662,0,85.8,0.098818879,9.1,0.305867959,0.1,0.131758505,0.7,0.042350948,0,0.098818879,0,0.098818879,1.2,0.338807586,3.1,0,1871806464,194933.7492
669,424275,17147,1137492084,754122,Piatt County,Illinois,16401,0,15779,47,91,34,9,16,88,39,0,18,29,47,183,53,222,0,96.2,0.286567892,0.6,0.207304433,0.1,0.097555027,0.5,0.237790379,0,0.109749406,0.2,0.286567892,1.1,0.323151027,1.4,0,1942560118,197088.0855
670,1784941,17149,2153190725,45251516,Pike County,Illinois,15672,0,15021,17,185,68,29,25,56,17,0,18,16,17,163,73,202,0,95.8,0.108473711,1.2,0.433894844,0.2,0.159520163,0.4,0.108473711,0,0.114854518,0.1,0.108473711,1,0.465798877,1.3,0,3710130542,283191.6458
671,424277,17151,955326683,14329536,Pope County,Illinois,4203,0,3823,110,177,92,0,11,24,23,0,11,0,11,63,55,116,39,91,2.617178206,4.2,2.188912681,0,0.261717821,0.6,0.54722817,0,0.261717821,0,0.261717821,1.5,1.308589103,2.8,0.927908637,1539724400,206337.392
672,1784966,17153,516225217,10490502,Pulaski County,Illinois,5510,0,3507,5,1665,97,6,7,7,8,0,16,1,2,196,97,128,0,63.6,0.090744102,30.2,1.760435572,0.1,0.127041742,0.1,0.145190563,0,0.290381125,0,0.036297641,3.6,1.760435572,2.3,0,832193868.7,179663.1102
673,424279,17155,414649309,31195045,Putnam County,Illinois,5721,0,5262,16,30,23,0,16,46,25,0,16,0,16,63,21,320,0,92,0.279671386,0.5,0.402027618,0,0.279671386,0.8,0.436986541,0,0.279671386,0,0.279671386,1.1,0.367068694,5.6,0,788350667,131565.4269
674,1784967,17157,1490194115,56150225,Randolph County,Illinois,32295,0,27402,15,3252,119,57,45,190,7,3,4,19,38,358,122,1014,0,84.8,0.046446818,10.1,0.368478093,0.2,0.139340455,0.6,0.021675182,0,0.012385818,0.1,0.117665273,1.1,0.377767456,3.1,0,2497852975,244164.5173
675,424281,17159,932484096,4874777,Richland County,Illinois,15766,0,15008,18,125,75,71,49,80,74,0,18,0,18,212,104,270,0,95.2,0.114169732,0.8,0.475707218,0.5,0.310795382,0.5,0.469364455,0,0.114169732,0,0.114169732,1.3,0.659647342,1.7,0,1541803277,180714.5821
676,424282,17161,1107097990,61745666,Rock Island County,Illinois,143873,0,103282,71,14156,603,411,81,3630,209,61,12,159,152,3683,651,18491,0,71.8,0.049349079,9.8,0.41911964,0.3,0.056299653,2.5,0.145267006,0,0.008340689,0.1,0.105648732,2.6,0.452482398,12.9,0,2083401617,312980.4754
677,1784987,17163,1703443126,41955024,St. Clair County,Illinois,262338,0,161693,286,78281,721,439,147,3811,269,34,32,569,317,6763,806,10748,0,61.6,0.109019662,29.8,0.27483628,0.2,0.056034581,1.5,0.102539472,0,0.012198004,0.2,0.120836478,2.6,0.307237228,4.1,0,2851773290,235906.4007
678,424283,17165,984170285,17979016,Saline County,Illinois,23994,0,21957,13,632,164,53,51,173,38,54,57,12,14,685,186,428,0,91.5,0.054180212,2.6,0.683504209,0.2,0.212553138,0.7,0.158372927,0.2,0.23755939,0.1,0.05834792,2.9,0.775193798,1.8,0,1605809128,160994.7014
679,1785010,17167,2248804592,22646083,Sangamon County,Illinois,196861,0,158154,120,24955,548,158,58,3962,216,88,68,324,124,4688,586,4532,0,80.3,0.060956716,12.7,0.278369001,0.1,0.029462413,2,0.109722088,0,0.034542139,0.2,0.062988606,2.4,0.297671961,2.3,0,3848319714,309252.8853
680,1785037,17169,1132602885,10510632,Schuyler County,Illinois,6953,0,6166,208,611,217,9,10,0,16,0,16,0,16,100,76,67,51,88.7,2.991514454,8.8,3.120954983,0.1,0.14382281,0,0.230116496,0,0.230116496,0,0.230116496,1.4,1.093053358,1,0.733496333,1959269796,244186.4035
681,424286,17171,649542040,4814546,Scott County,Illinois,5005,0,4840,16,7,10,32,30,4,6,13,18,0,16,45,27,64,0,96.7,0.31968032,0.1,0.1998002,0.6,0.599400599,0.1,0.11988012,0.3,0.35964036,0,0.31968032,0.9,0.539460539,1.3,0,1104984487,145667.5784
682,1785051,17173,1964532713,24746071,Shelby County,Illinois,21737,0,21133,21,147,51,17,26,63,34,8,18,0,21,140,63,229,0,97.2,0.096609468,0.7,0.234622993,0.1,0.119611722,0.3,0.156415329,0,0.082808115,0,0.096609468,0.6,0.289828403,1.1,0,3335042512,275150.0174
683,424288,17175,746156170,684784,Stark County,Illinois,5447,0,5198,16,53,25,0,16,51,16,0,16,0,16,50,25,95,0,95.4,0.293739673,1,0.458968239,0,0.293739673,0.9,0.293739673,0,0.293739673,0,0.293739673,0.9,0.458968239,1.7,0,1316145659,153909.2492
684,1785076,17177,1461392067,1350223,Stephenson County,Illinois,45093,0,37180,63,4334,268,79,63,382,40,0,24,73,62,1258,278,1787,0,82.5,0.139711263,9.6,0.594327279,0.2,0.139711263,0.8,0.088705564,0,0.053223338,0.2,0.137493624,2.8,0.61650367,4,0,2679966769,208700.1086
685,1785094,17179,1674335551,29823809,Tazewell County,Illinois,133195,0,125134,62,1645,175,187,85,1377,115,19,20,100,70,1617,218,3116,0,93.9,0.046548294,1.2,0.131386313,0.1,0.063816209,1,0.086339577,0,0.015015579,0.1,0.052554525,1.2,0.163669807,2.3,0,2951074357,257104.323
686,1785113,17181,1070730011,22541668,Union County,Illinois,16968,0,15452,72,273,56,18,31,56,16,0,18,51,72,238,64,880,0,91.1,0.424328147,1.6,0.330033003,0.1,0.182696841,0.3,0.094295144,0,0.106082037,0.3,0.424328147,1.4,0.377180575,5.2,0,1738700119,188339.4825
687,1785114,17183,2326634941,7531159,Vermilion County,Illinois,77563,0,60675,14,10837,276,202,56,759,57,12,17,16,18,1157,299,3905,0,78.2,0.018049843,14,0.355839769,0.3,0.072199373,1,0.073488648,0,0.021917667,0,0.023206941,1.5,0.385493083,5,0,4003728627,277355.7742
688,424293,17185,578403998,10973558,Wabash County,Illinois,11546,0,10839,9,76,77,2,7,107,60,0,18,0,18,214,66,308,0,93.9,0.077949073,0.7,0.666897627,0,0.060627057,0.9,0.519660488,0,0.155898147,0,0.155898147,1.9,0.571626537,2.7,0,962328620.6,218611
689,1785134,17187,1404768322,1672625,Warren County,Illinois,17146,0,14268,114,498,81,38,36,426,18,0,18,79,114,197,91,1640,0,83.2,0.664878106,2.9,0.472413391,0.2,0.209961507,2.5,0.104980754,0,0.104980754,0.5,0.664878106,1.1,0.530736032,9.6,0,2460395609,204884.3521
690,1785150,17189,1457093517,3412705,Washington County,Illinois,14058,0,13495,11,121,46,18,21,41,26,7,9,0,18,173,60,203,0,96,0.078247261,0.9,0.32721582,0.1,0.149381135,0.3,0.184948072,0,0.064020487,0,0.128040973,1.2,0.426803244,1.4,0,2378559796,256250.5159
691,424296,17191,1848810372,4224962,Wayne County,Illinois,16402,0,15777,4,248,99,26,21,42,42,0,18,3,4,204,69,102,56,96.2,0.02438727,1.5,0.603584929,0.2,0.128033167,0.3,0.256066333,0,0.109742714,0,0.02438727,1.2,0.420680405,0.6,0.341421778,3024244560,221319.531
692,424297,17193,1281999214,17833682,White County,Illinois,13868,0,13348,5,97,35,22,23,106,24,11,13,1,5,81,41,202,0,96.3,0.036054226,0.7,0.252379579,0.2,0.165849438,0.8,0.173060283,0.1,0.093740986,0,0.036054226,0.6,0.29564465,1.5,0,2101673008,242346.3298
693,1785167,17195,1771808919,31883752,Whiteside County,Illinois,56016,0,47374,27,861,149,81,52,289,44,56,58,0,27,632,159,6723,0,84.6,0.048200514,1.5,0.26599543,0.1,0.09283062,0.5,0.078548986,0.1,0.103541845,0,0.048200514,1.1,0.283847472,12,0,3243692533,245138.326
694,1785190,17197,2164895527,34582450,Will County,Illinois,689315,0,438965,237,76586,921,446,131,37434,690,149,57,912,319,15058,1087,119765,0,63.7,0.034381959,11.1,0.133610904,0.1,0.019004374,5.4,0.100099374,0,0.008269079,0.1,0.046277827,2.2,0.157692782,17.4,0,3917788045,317000.5645
695,1785215,17199,1088349246,62460141,Williamson County,Illinois,67102,0,60188,40,2749,218,135,66,785,134,0,27,37,40,1437,290,1771,0,89.7,0.059610742,4.1,0.324878543,0.2,0.098357724,1.2,0.199695985,0,0.040237251,0.1,0.059610742,2.1,0.432177878,2.6,0,1842884260,173230.5922
696,1785216,17201,1329068433,15598347,Winnebago County,Illinois,284819,0,196571,216,35837,675,500,157,7497,380,22,31,412,250,7609,787,36371,0,69,0.075837637,12.6,0.236992616,0.2,0.055122727,2.6,0.133418066,0,0.010884105,0.1,0.087775043,2.7,0.276315836,12.8,0,2462424760,206902.4824
697,1785231,17203,1366821840,38477370,Woodford County,Illinois,38700,0,36957,24,234,63,17,18,200,60,0,24,0,24,585,83,707,0,95.5,0.062015504,0.6,0.162790698,0,0.046511628,0.5,0.15503876,0,0.062015504,0,0.062015504,1.5,0.214470284,1.8,0,2453934024,229450.2917
698,450401,18001,877815499,2693924,Adams County,Indiana,35376,0,33071,115,399,68,12,26,104,36,0,25,77,115,112,74,1601,0,93.5,0.32507915,1.1,0.192220715,0,0.073496156,0.3,0.101763908,0,0.07066938,0.2,0.32507915,0.3,0.209181366,4.5,0,1535595008,162880.6599
699,450402,18003,1702451597,7002354,Allen County,Indiana,372575,0,275145,175,42030,1015,582,169,14159,501,137,54,553,171,12151,1200,27818,0,73.8,0.046970409,11.3,0.27242837,0.2,0.045359995,3.8,0.13446957,0,0.014493726,0.1,0.045896799,3.3,0.322082802,7.5,0,3012321652,221527.4839
700,451683,18005,1054009620,6674332,Bartholomew County,Indiana,82481,0,67210,370,1267,160,179,141,6104,242,42,71,406,369,1701,311,5572,0,81.5,0.44858816,1.5,0.193984069,0.2,0.170948461,7.4,0.293400904,0.1,0.086080431,0.5,0.447375759,2.1,0.377056534,6.8,0,1768932270,178054.8112
701,450403,18007,1052616465,236033,Benton County,Indiana,8677,0,8025,17,43,25,5,8,7,9,7,8,0,17,138,27,452,0,92.5,0.195920249,0.5,0.288118013,0.1,0.092197764,0.1,0.103722485,0.1,0.092197764,0,0.195920249,1.6,0.311167454,5.2,0,1828550207,172368.9689
702,450404,18009,427559407,1298757,Blackford County,Indiana,12013,0,11475,19,4,7,37,39,87,81,0,19,0,19,214,89,196,0,95.5,0.158161991,0,0.058270207,0.3,0.324648298,0.7,0.674269541,0,0.158161991,0,0.158161991,1.8,0.740864064,1.6,0,741900482.8,109614.4294
703,450405,18011,1095336920,877155,Boone County,Indiana,65544,0,59387,45,1137,186,140,80,1943,169,0,28,60,45,911,251,1966,0,90.6,0.06865617,1.7,0.283778836,0.2,0.122055413,3,0.25784206,0,0.042719395,0.1,0.06865617,1.4,0.382948859,3,0,1873017976,175642.5437
704,451684,18013,808043860,12025993,Brown County,Indiana,15064,0,14410,19,98,32,0,19,110,81,0,19,0,19,187,92,259,0,95.7,0.126128518,0.7,0.212426978,0,0.126128518,0.7,0.537705789,0,0.126128518,0,0.126128518,1.2,0.610727562,1.7,0,1367276627,150582.2914
705,450406,18015,964057405,7236323,Carroll County,Indiana,20074,0,18853,38,233,98,27,31,30,43,2,4,27,38,88,74,814,0,93.9,0.189299592,1.2,0.488193683,0.1,0.154428614,0.1,0.214207432,0,0.019926273,0.1,0.189299592,0.4,0.368636047,4.1,0,1685732438,184408.8664
706,450339,18017,1067476817,6973614,Cass County,Indiana,37880,0,30194,68,427,122,137,63,486,175,7,13,35,44,777,233,5817,0,79.7,0.179514256,1.1,0.322069694,0.4,0.166314678,1.3,0.461985216,0,0.034318902,0.1,0.116156283,2.1,0.615100317,15.4,0,1874708671,195120.1673
