FIPS,Province_State,Country_Region,Date,Lat,Long_,Vaccine_Type,Doses_alloc,Doses_shipped,Doses_admin,Stage_One_Doses,Stage_Two_Doses,Combined_Key
47,Tennessee,US,2022-09-21,35.7478,-86.6923,Moderna,,5602640,4027984,,1343391,"Tennessee, US"
47,Tennessee,US,2022-09-21,35.7478,-86.6923,Unknown,,0,75943,,,"Tennessee, US"
47,Tennessee,US,2022-09-21,35.7478,-86.6923,All,,14784730,10512798,4333046,3638832,"Tennessee, US"
47,Tennessee,US,2022-09-21,35.7478,-86.6923,Unassigned,,10700,1063,4093696,104080,"Tennessee, US"
48,Texas,US,2022-09-21,31.0545,-97.5635,Janssen,,2654900,1541354,1349410,,"Texas, US"
48,Texas,US,2022-09-21,31.0545,-97.5635,Pfizer,,42425785,29270374,,10522088,"Texas, US"
48,Texas,US,2022-09-21,31.0545,-97.5635,Moderna,,25037140,17587523,,6144955,"Texas, US"
48,Texas,US,2022-09-21,31.0545,-97.5635,Unknown,,0,10322,,,"Texas, US"
48,Texas,US,2022-09-21,31.0545,-97.5635,All,27511535,70185925,48406066,21646402,17118291,"Texas, US"
48,Texas,US,2022-09-21,31.0545,-97.5635,Unassigned,27511535,68100,35,20296992,451248,"Texas, US"
49,Utah,US,2022-09-21,40.15,-111.8624,Unknown,,0,490,,,"Utah, US"
49,Utah,US,2022-09-21,40.15,-111.8624,Janssen,,261271,186885,172083,,"Utah, US"
49,Utah,US,2022-09-21,40.15,-111.8624,Pfizer,,4524790,3434319,,1248352,"Utah, US"
49,Utah,US,2022-09-21,40.15,-111.8624,Moderna,,2389560,1904294,,677900,"Utah, US"
49,Utah,US,2022-09-21,40.15,-111.8624,All,,7173250,5526216,2366140,2000927,"Utah, US"
49,Utah,US,2022-09-21,40.15,-111.8624,Unassigned,,,243,2194057,74675,"Utah, US"
50,Vermont,US,2022-09-21,44.0459,-72.7107,Janssen,,73500,54055,47769,,"Vermont, US"
50,Vermont,US,2022-09-21,44.0459,-72.7107,Pfizer,,1199870,868097,,285999,"Vermont, US"
50,Vermont,US,2022-09-21,44.0459,-72.7107,Moderna,,808420,595398,,183925,"Vermont, US"
50,Vermont,US,2022-09-21,44.0459,-72.7107,Unknown,,0,1857,,,"Vermont, US"
50,Vermont,US,2022-09-21,44.0459,-72.7107,All,,2083490,1518517,600589,497346,"Vermont, US"
50,Vermont,US,2022-09-21,44.0459,-72.7107,Unassigned,,1700,,552820,27422,"Vermont, US"
51,Virginia,US,2022-09-21,37.7693,-78.17,Janssen,,797100,506693,460757,,"Virginia, US"
51,Virginia,US,2022-09-21,37.7693,-78.17,Pfizer,,13786485,10769098,,3844046,"Virginia, US"
51,Virginia,US,2022-09-21,37.7693,-78.17,Moderna,,7988700,6233490,,2069580,"Virginia, US"
51,Virginia,US,2022-09-21,37.7693,-78.17,Unknown,,0,12733,,,"Virginia, US"
51,Virginia,US,2022-09-21,37.7693,-78.17,All,,22589585,17522728,7518339,6133705,"Virginia, US"
51,Virginia,US,2022-09-21,37.7693,-78.17,Unassigned,,17300,714,7057582,220079,"Virginia, US"
53,Washington,US,2022-09-21,47.4009,-121.4905,Janssen,,772100,491983,457617,,"Washington, US"
53,Washington,US,2022-09-21,47.4009,-121.4905,Pfizer,,12434095,9186240,,3227901,"Washington, US"
53,Washington,US,2022-09-21,47.4009,-121.4905,Moderna,,7542600,5803084,,1934507,"Washington, US"
53,Washington,US,2022-09-21,47.4009,-121.4905,Unknown,,0,14741,,,"Washington, US"
53,Washington,US,2022-09-21,47.4009,-121.4905,All,,20770795,15497444,6322168,5372441,"Washington, US"
53,Washington,US,2022-09-21,47.4009,-121.4905,Unassigned,,22000,1396,5864551,210033,"Washington, US"
54,West Virginia,US,2022-09-21,38.4912,-80.9545,All,,,2647925,,,"West Virginia, US"
54,West Virginia,US,2022-09-21,38.4912,-80.9545,Janssen,,,,,,"West Virginia, US"
54,West Virginia,US,2022-09-21,38.4912,-80.9545,Pfizer,,,,,,"West Virginia, US"
54,West Virginia,US,2022-09-21,38.4912,-80.9545,Moderna,,,,,,"West Virginia, US"
54,West Virginia,US,2022-09-21,38.4912,-80.9545,Unknown,,,,,,"West Virginia, US"
54,West Virginia,US,2022-09-21,38.4912,-80.9545,Unassigned,,,,,,"West Virginia, US"
55,Wisconsin,US,2022-09-21,44.2685,-89.6165,Unknown,,0,3453,,,"Wisconsin, US"
55,Wisconsin,US,2022-09-21,44.2685,-89.6165,Janssen,,454100,337528,302563,,"Wisconsin, US"
55,Wisconsin,US,2022-09-21,44.2685,-89.6165,Pfizer,,7969545,6450286,,2221548,"Wisconsin, US"
55,Wisconsin,US,2022-09-21,44.2685,-89.6165,Moderna,,5036500,4191973,,1360770,"Wisconsin, US"
55,Wisconsin,US,2022-09-21,44.2685,-89.6165,All,6809515,13476145,10983539,4270893,3739369,"Wisconsin, US"
55,Wisconsin,US,2022-09-21,44.2685,-89.6165,Unassigned,6809515,16000,299,3968330,157051,"Wisconsin, US"
56,Wyoming,US,2022-09-21,42.756,-107.3025,Pfizer,,582745,406361,,151294,"Wyoming, US"
56,Wyoming,US,2022-09-21,42.756,-107.3025,Moderna,,483540,345083,,122128,"Wyoming, US"
56,Wyoming,US,2022-09-21,42.756,-107.3025,Unknown,,0,793,,,"Wyoming, US"
56,Wyoming,US,2022-09-21,42.756,-107.3025,Janssen,,49000,29034,26987,,"Wyoming, US"
56,Wyoming,US,2022-09-21,42.756,-107.3025,All,,1116985,781320,343443,280871,"Wyoming, US"
56,Wyoming,US,2022-09-21,42.756,-107.3025,Unassigned,,1700,49,316456,7449,"Wyoming, US"
60,American Samoa,US,2022-09-21,-14.271,-170.132,Janssen,,600,579,589,,"American Samoa, US"
60,American Samoa,US,2022-09-21,-14.271,-170.132,Pfizer,,99510,86900,,31567,"American Samoa, US"
60,American Samoa,US,2022-09-21,-14.271,-170.132,Moderna,,24900,25299,,9536,"American Samoa, US"
60,American Samoa,US,2022-09-21,-14.271,-170.132,Unknown,,0,1260,,,"American Samoa, US"
60,American Samoa,US,2022-09-21,-14.271,-170.132,All,,125010,114038,45924,42083,"American Samoa, US"
60,American Samoa,US,2022-09-21,-14.271,-170.132,Unassigned,,0,0,45335,980,"American Samoa, US"
66,Guam,US,2022-09-21,13.4443,144.7937,Janssen,,24200,13699,11421,,"Guam, US"
66,Guam,US,2022-09-21,13.4443,144.7937,Pfizer,,227080,242889,,89682,"Guam, US"
66,Guam,US,2022-09-21,13.4443,144.7937,Moderna,,96180,118486,,40594,"Guam, US"
66,Guam,US,2022-09-21,13.4443,144.7937,Unknown,,0,422,,,"Guam, US"
66,Guam,US,2022-09-21,13.4443,144.7937,All,,347560,375506,156494,133923,"Guam, US"
66,Guam,US,2022-09-21,13.4443,144.7937,Unassigned,,100,10,145073,3647,"Guam, US"
69,Northern Mariana Islands,US,2022-09-21,15.0979,145.6739,Unknown,,0,9,,,"Northern Mariana Islands, US"
69,Northern Mariana Islands,US,2022-09-21,15.0979,145.6739,Janssen,,3600,1396,1181,,"Northern Mariana Islands, US"
69,Northern Mariana Islands,US,2022-09-21,15.0979,145.6739,Pfizer,,104410,95756,38304,37567,"Northern Mariana Islands, US"
69,Northern Mariana Islands,US,2022-09-21,15.0979,145.6739,Moderna,,27620,15502,5362,5265,"Northern Mariana Islands, US"
69,Northern Mariana Islands,US,2022-09-21,15.0979,145.6739,All,,135830,112664,46053,42943,"Northern Mariana Islands, US"
69,Northern Mariana Islands,US,2022-09-21,15.0979,145.6739,Unassigned,,200,1,1206,111,"Northern Mariana Islands, US"
72,Puerto Rico,US,2022-09-21,18.2208,-66.5901,Janssen,,215700,154586,140988,,"Puerto Rico, US"
72,Puerto Rico,US,2022-09-21,18.2208,-66.5901,Pfizer,,5042430,4557280,,1594392,"Puerto Rico, US"
72,Puerto Rico,US,2022-09-21,18.2208,-66.5901,Moderna,,2832820,2875215,,973294,"Puerto Rico, US"
72,Puerto Rico,US,2022-09-21,18.2208,-66.5901,Unknown,,0,372,,,"Puerto Rico, US"
72,Puerto Rico,US,2022-09-21,18.2208,-66.5901,All,,8092150,7587483,3085878,2651932,"Puerto Rico, US"
72,Puerto Rico,US,2022-09-21,18.2208,-66.5901,Unassigned,,1200,30,2944890,84246,"Puerto Rico, US"
78,Virgin Islands,US,2022-09-21,18.3358,-64.8963,Janssen,,3000,2340,2127,,"Virgin Islands, US"
78,Virgin Islands,US,2022-09-21,18.3358,-64.8963,Pfizer,,114820,102600,,39503,"Virgin Islands, US"
78,Virgin Islands,US,2022-09-21,18.3358,-64.8963,Moderna,,43940,45400,,16118,"Virgin Islands, US"
78,Virgin Islands,US,2022-09-21,18.3358,-64.8963,Unknown,,0,14,,,"Virgin Islands, US"
78,Virgin Islands,US,2022-09-21,18.3358,-64.8963,All,,161960,150344,72064,55923,"Virgin Islands, US"
78,Virgin Islands,US,2022-09-21,18.3358,-64.8963,Unassigned,,200,4,69937,302,"Virgin Islands, US"
,Department of Defense,US,2022-09-21,,,All,,7138310,8935584,4557224,3184870,"Department of Defense, US"
,Department of Defense,US,2022-09-21,,,Janssen,,,,,,"Department of Defense, US"
,Department of Defense,US,2022-09-21,,,Pfizer,,,,,,"Department of Defense, US"
,Department of Defense,US,2022-09-21,,,Moderna,,,,,,"Department of Defense, US"
,Department of Defense,US,2022-09-21,,,Unknown,,,,,,"Department of Defense, US"
,Department of Defense,US,2022-09-21,,,Unassigned,,,,,,"Department of Defense, US"
,Federal Bureau of Prisons,US,2022-09-21,,,All,,378930,332796,151121,128615,"Federal Bureau of Prisons, US"
,Federal Bureau of Prisons,US,2022-09-21,,,Janssen,,,,,,"Federal Bureau of Prisons, US"
,Federal Bureau of Prisons,US,2022-09-21,,,Pfizer,,,,,,"Federal Bureau of Prisons, US"
,Federal Bureau of Prisons,US,2022-09-21,,,Moderna,,,,,,"Federal Bureau of Prisons, US"
,Federal Bureau of Prisons,US,2022-09-21,,,Unknown,,,,,,"Federal Bureau of Prisons, US"
,Federal Bureau of Prisons,US,2022-09-21,,,Unassigned,,,,,,"Federal Bureau of Prisons, US"
,Indian Health Services,US,2022-09-21,,,All,,3415595,2363480,1128244,862590,"Indian Health Services, US"
,Indian Health Services,US,2022-09-21,,,Janssen,,,,,,"Indian Health Services, US"
,Indian Health Services,US,2022-09-21,,,Pfizer,,,,,,"Indian Health Services, US"
,Indian Health Services,US,2022-09-21,,,Moderna,,,,,,"Indian Health Services, US"
,Indian Health Services,US,2022-09-21,,,Unknown,,,,,,"Indian Health Services, US"
,Indian Health Services,US,2022-09-21,,,Unassigned,,,,,,"Indian Health Services, US"
,Long Term Care (LTC) Program,US,2022-09-21,,,All,,,,,,"Long Term Care (LTC) Program, US"
,Long Term Care (LTC) Program,US,2022-09-21,,,Janssen,,,,,,"Long Term Care (LTC) Program, US"
,Long Term Care (LTC) Program,US,2022-09-21,,,Pfizer,,,,,,"Long Term Care (LTC) Program, US"
,Long Term Care (LTC) Program,US,2022-09-21,,,Moderna,,,,,,"Long Term Care (LTC) Program, US"
,Long Term Care (LTC) Program,US,2022-09-21,,,Unknown,,,,,,"Long Term Care (LTC) Program, US"
,Long Term Care (LTC) Program,US,2022-09-21,,,Unassigned,,,,,,"Long Term Care (LTC) Program, US"
,Veterans Health Administration,US,2022-09-21,,,All,,8744520,7777326,3529918,2808164,"Veterans Health Administration, US"
,Veterans Health Administration,US,2022-09-21,,,Janssen,,,,,,"Veterans Health Administration, US"
,Veterans Health Administration,US,2022-09-21,,,Pfizer,,,,,,"Veterans Health Administration, US"
,Veterans Health Administration,US,2022-09-21,,,Moderna,,,,,,"Veterans Health Administration, US"
,Veterans Health Administration,US,2022-09-21,,,Unknown,,,,,,"Veterans Health Administration, US"
,Veterans Health Administration,US,2022-09-21,,,Unassigned,,,,,,"Veterans Health Administration, US"
