Date,UID,Province_State,Country_Region,Doses_admin,People_at_least_one_dose,People_fully_vaccinated,Total_additional_doses
2021-05-08,84000039,Ohio,US,8780766,4849517,4053597,0
2021-05-08,84000040,Oklahoma,US,2762753,1551885,1226729,0
2021-05-08,84000041,Oregon,US,3275954,1979576,1413377,0
2021-05-08,84000042,Pennsylvania,US,10758543,6647012,4507142,0
2021-05-08,630,Puerto Rico,US,2083637,1303673,871559,0
2021-05-08,84000044,Rhode Island,US,968436,574599,424191,0
2021-05-08,84000045,South Carolina,US,3389673,1931871,1509990,0
2021-05-08,84000046,South Dakota,US,724482,401430,345389,0
2021-05-08,84000047,Tennessee,US,4260327,2416367,1841115,0
2021-05-08,84000048,Texas,US,19884729,11413686,8507634,0
2021-05-08,84000049,Utah,US,2243262,1305359,827573,0
2021-05-08,84000050,Vermont,US,611581,371158,256757,0
2021-05-08,84070021,Veterans Health Administration,US,5032926,2707121,2445819,0
2021-05-08,850,Virgin Islands,US,65068,34717,28023,0
2021-05-08,84000051,Virginia,US,7126510,4194146,3103009,0
2021-05-08,84000053,Washington,US,6223705,3711299,2672653,0
2021-05-08,84000054,West Virginia,US,1203805,650400,567054,0
2021-05-08,84000055,Wisconsin,US,4874656,2724270,2216399,0
2021-05-08,84000056,Wyoming,US,367548,200309,168356,0
2021-05-09,840,,US,257347205,151315505,112626771,0
2021-05-09,84000001,Alabama,US,2758021,1649688,1263965,0
2021-05-09,84000002,Alaska,US,571320,312475,268319,0
2021-05-09,16,American Samoa,US,39666,22122,17694,0
2021-05-09,84000004,Arizona,US,5337459,3065521,2273527,0
2021-05-09,84000005,Arkansas,US,1885668,1102155,831032,0
2021-05-09,84000006,California,US,32759885,20172726,13547291,0
2021-05-09,84000008,Colorado,US,4818646,2788171,2126931,0
2021-05-09,84000009,Connecticut,US,3475019,2034240,1553340,0
2021-05-09,84000010,Delaware,US,817708,475946,353410,0
2021-05-09,84070024,Department of Defense,US,3111927,1883480,1230854,0
2021-05-09,84000011,District of Columbia,US,647628,357991,236805,0
2021-05-09,84070014,Federal Bureau of Prisons,US,161237,90964,72868,0
2021-05-09,84000012,Florida,US,16251997,9402537,6893295,0
2021-05-09,84000013,Georgia,US,6740869,3849874,2890358,0
2021-05-09,316,Guam,US,140436,80450,60854,0
2021-05-09,84000015,Hawaii,US,1376756,828377,572466,0
2021-05-09,84000016,Idaho,US,1132242,625950,518882,0
2021-05-09,84000017,Illinois,US,10036784,6144296,4214851,0
2021-05-09,84070023,Indian Health Services,US,1287333,730118,569820,0
2021-05-09,84000018,Indiana,US,4463699,2538086,2005243,0
2021-05-09,84000019,Iowa,US,2541332,1433535,1187977,0
2021-05-09,84000020,Kansas,US,2129510,1270365,1004898,0
2021-05-09,84000021,Kentucky,US,3284726,1884947,1517958,0
2021-05-09,84070022,Long Term Care (LTC) Program,US,7811741,0,0,0
2021-05-09,84000022,Louisiana,US,2830772,1541563,1315113,0
2021-05-09,84000023,Maine,US,1276596,768149,597051,0
2021-05-09,84000024,Maryland,US,5171015,3077715,2296918,0
2021-05-09,84000025,Massachusetts,US,6785409,4115668,2869733,0
2021-05-09,84000026,Michigan,US,7612067,4414798,3532443,0
2021-05-09,84000027,Minnesota,US,4675303,2772770,2131417,0
2021-05-09,84000028,Mississippi,US,1655408,951358,747305,0
2021-05-09,84000029,Missouri,US,4215354,2380762,1842498,0
2021-05-09,84000030,Montana,US,793803,447810,366652,0
2021-05-09,84000031,Nebraska,US,1512386,857294,704020,0
2021-05-09,84000032,Nevada,US,2186639,1264701,952097,0
2021-05-09,84000033,New Hampshire,US,1144819,778356,449102,0
2021-05-09,84000034,New Jersey,US,7858549,4784711,3592009,0
2021-05-09,84000035,New Mexico,US,1915224,1105318,863845,0
2021-05-09,84000036,New York,US,16866619,9694879,7547538,0
2021-05-09,84000037,North Carolina,US,7435976,4233679,3367458,0
2021-05-09,84000038,North Dakota,US,579625,304640,260528,0
2021-05-09,580,Northern Mariana Islands,US,42758,23135,19677,0
2021-05-09,84000039,Ohio,US,8853803,4868257,4108160,0
2021-05-09,84000040,Oklahoma,US,2774257,1556613,1233802,0
2021-05-09,84000041,Oregon,US,3331075,2004331,1445588,0
2021-05-09,84000042,Pennsylvania,US,10877689,6698507,4579338,0
2021-05-09,630,Puerto Rico,US,2137177,1338795,890295,0
2021-05-09,84000044,Rhode Island,US,977207,577826,429851,0
2021-05-09,84000045,South Carolina,US,3413651,1939674,1527211,0
2021-05-09,84000046,South Dakota,US,731351,403193,350806,0
2021-05-09,84000047,Tennessee,US,4306550,2429663,1873334,0
2021-05-09,84000048,Texas,US,20060525,11467096,8629882,0
2021-05-09,84000049,Utah,US,2263380,1311807,841749,0
2021-05-09,84000050,Vermont,US,616692,374046,259250,0
2021-05-09,84070021,Veterans Health Administration,US,5051057,2712734,2459856,0
2021-05-09,850,Virgin Islands,US,65502,34903,28258,0
2021-05-09,84000051,Virginia,US,7185843,4214094,3144444,0
2021-05-09,84000053,Washington,US,6293784,3742690,2713953,0
2021-05-09,84000054,West Virginia,US,1212466,654540,572054,0
2021-05-09,84000055,Wisconsin,US,4917970,2735459,2249889,0
2021-05-09,84000056,Wyoming,US,369771,201002,169905,0
2021-05-10,840,,US,259716989,152116936,114258244,0
2021-05-10,84000001,Alabama,US,2768204,1654267,1270858,0
2021-05-10,84000002,Alaska,US,571368,312535,268405,0
2021-05-10,16,American Samoa,US,39666,22122,17695,0
2021-05-10,84000004,Arizona,US,5372605,3077983,2297078,0
2021-05-10,84000005,Arkansas,US,1900002,1107515,840192,0
2021-05-10,84000006,California,US,33109680,20284982,13796992,0
2021-05-10,84000008,Colorado,US,4880920,2804920,2172481,0
2021-05-10,84000009,Connecticut,US,3512139,2043434,1581885,0
2021-05-10,84000010,Delaware,US,825352,478333,358385,0
2021-05-10,84070024,Department of Defense,US,3150155,1898107,1257471,0
2021-05-10,84000011,District of Columbia,US,655560,360914,241630,0
2021-05-10,84070014,Federal Bureau of Prisons,US,163752,92403,74088,0
2021-05-10,84000012,Florida,US,16431037,9460421,7018269,0
2021-05-10,84000013,Georgia,US,6799470,3869064,2929987,0
2021-05-10,316,Guam,US,140972,80657,61187,0
2021-05-10,84000015,Hawaii,US,1386097,832725,577610,0
2021-05-10,84000016,Idaho,US,1132383,626090,519112,0
2021-05-10,84000017,Illinois,US,10146731,6184414,4287939,0
2021-05-10,84070023,Indian Health Services,US,1291824,731658,572865,0
2021-05-10,84000018,Indiana,US,4506166,2553033,2032376,0
2021-05-10,84000019,Iowa,US,2564630,1440023,1204970,0
2021-05-10,84000020,Kansas,US,2146247,1275039,1017851,0
2021-05-10,84000021,Kentucky,US,3309482,1893307,1535295,0
2021-05-10,84070022,Long Term Care (LTC) Program,US,7813633,0,0,0
2021-05-10,84000022,Louisiana,US,2861659,1553840,1333541,0
2021-05-10,84000023,Maine,US,1276858,768255,597383,0
2021-05-10,84000024,Maryland,US,5221259,3094920,2332002,0
2021-05-10,84000025,Massachusetts,US,6858691,4141658,2919358,0
2021-05-10,84000026,Michigan,US,7688179,4438313,3588702,0
2021-05-10,84000027,Minnesota,US,4721950,2788250,2164502,0
2021-05-10,84000028,Mississippi,US,1655785,951726,747819,0
2021-05-10,84000029,Missouri,US,4243742,2388865,1863242,0
2021-05-10,84000030,Montana,US,799489,449535,370722,0
2021-05-10,84000031,Nebraska,US,1536579,868691,716867,0
2021-05-10,84000032,Nevada,US,2209675,1271782,968902,0
2021-05-10,84000033,New Hampshire,US,1148596,780481,450422,0
2021-05-10,84000034,New Jersey,US,7934175,4813916,3643468,0
2021-05-10,84000035,New Mexico,US,1927317,1110016,871789,0
2021-05-10,84000036,New York,US,17034051,9748719,7666821,0
2021-05-10,84000037,North Carolina,US,7498381,4248350,3409247,0
2021-05-10,84000038,North Dakota,US,581749,305561,261859,0
2021-05-10,580,Northern Mariana Islands,US,43058,23351,19767,0
2021-05-10,84000039,Ohio,US,8930170,4890014,4163587,0
2021-05-10,84000040,Oklahoma,US,2786611,1560916,1242191,0
2021-05-10,84000041,Oregon,US,3395077,2030348,1484308,0
2021-05-10,84000042,Pennsylvania,US,10952811,6727935,4629086,0
2021-05-10,630,Puerto Rico,US,2174111,1356681,910256,0
2021-05-10,84000044,Rhode Island,US,988104,582139,436478,0
2021-05-10,84000045,South Carolina,US,3439210,1947391,1545538,0
2021-05-10,84000046,South Dakota,US,731988,403387,351251,0
2021-05-10,84000047,Tennessee,US,4346845,2444465,1898730,0
2021-05-10,84000048,Texas,US,20215285,11508786,8742609,0
2021-05-10,84000049,Utah,US,2263595,1311972,842026,0
2021-05-10,84000050,Vermont,US,632395,382267,266995,0
2021-05-10,84070021,Veterans Health Administration,US,5067852,2717907,2472651,0
2021-05-10,850,Virgin Islands,US,65561,34922,28300,0
2021-05-10,84000051,Virginia,US,7233201,4234063,3173754,0
2021-05-10,84000053,Washington,US,6367124,3772502,2760079,0
2021-05-10,84000054,West Virginia,US,1216002,657366,573097,0
2021-05-10,84000055,Wisconsin,US,4961248,2746530,2283255,0
2021-05-10,84000056,Wyoming,US,369975,201135,170086,0
2021-05-11,840,,US,261599381,152819904,115530780,0
2021-05-11,84000001,Alabama,US,2773615,1657672,1273670,0
2021-05-11,84000002,Alaska,US,575174,314070,270922,0
2021-05-11,16,American Samoa,US,39666,22122,17695,0
2021-05-11,84000004,Arizona,US,5411726,3096670,2322939,0
2021-05-11,84000005,Arkansas,US,1905274,1109772,843372,0
2021-05-11,84000006,California,US,33438134,20393934,14028824,0
2021-05-11,84000008,Colorado,US,4923667,2821440,2204647,0
2021-05-11,84000009,Connecticut,US,3544069,2053599,1604622,0
2021-05-11,84000010,Delaware,US,831440,480333,362306,0
2021-05-11,84070024,Department of Defense,US,3164758,1904795,1266098,0
2021-05-11,84000011,District of Columbia,US,665014,363961,248353,0
2021-05-11,84070014,Federal Bureau of Prisons,US,163752,92403,74088,0
2021-05-11,84000012,Florida,US,16598829,9522200,7129654,0
2021-05-11,84000013,Georgia,US,6838037,3883754,2956409,0
2021-05-11,316,Guam,US,141105,80701,61282,0
2021-05-11,84000015,Hawaii,US,1386111,832882,577721,0
2021-05-11,84000016,Idaho,US,1132419,626210,519255,0
2021-05-11,84000017,Illinois,US,10228284,6220006,4338243,0
2021-05-11,84070023,Indian Health Services,US,1292488,731823,573366,0
2021-05-11,84000018,Indiana,US,4535101,2565461,2048655,0
2021-05-11,84000019,Iowa,US,2581316,1444752,1217278,0
2021-05-11,84000020,Kansas,US,2151543,1276977,1022189,0
2021-05-11,84000021,Kentucky,US,3326637,1900008,1546045,0
2021-05-11,84070022,Long Term Care (LTC) Program,US,7814408,0,0,0
2021-05-11,84000022,Louisiana,US,2870888,1557991,1338783,0
2021-05-11,84000023,Maine,US,1277884,769063,598235,0
2021-05-11,84000024,Maryland,US,5268016,3112874,2363446,0
2021-05-11,84000025,Massachusetts,US,6931977,4173417,2962840,0
2021-05-11,84000026,Michigan,US,7735604,4455395,3621896,0
2021-05-11,84000027,Minnesota,US,4753424,2798792,2187582,0
2021-05-11,84000028,Mississippi,US,1655786,951856,747996,0
2021-05-11,84000029,Missouri,US,4286786,2400614,1895142,0
2021-05-11,84000030,Montana,US,801733,450385,372268,0
2021-05-11,84000031,Nebraska,US,1556413,871251,734231,0
2021-05-11,84000032,Nevada,US,2227825,1278860,981087,0
2021-05-11,84000033,New Hampshire,US,1151245,782578,451731,0
2021-05-11,84000034,New Jersey,US,7999599,4841583,3684900,0
2021-05-11,84000035,New Mexico,US,1938516,1114569,878160,0
2021-05-11,84000036,New York,US,17168705,9791125,7765458,0
2021-05-11,84000037,North Carolina,US,7524070,4257200,3428207,0
2021-05-11,84000038,North Dakota,US,582564,305803,262443,0
2021-05-11,580,Northern Mariana Islands,US,43058,23351,19767,0
2021-05-11,84000039,Ohio,US,8972899,4898308,4197239,0
2021-05-11,84000040,Oklahoma,US,2792368,1563343,1245782,0
2021-05-11,84000041,Oregon,US,3432832,2046143,1509212,0
2021-05-11,84000042,Pennsylvania,US,11005196,6751378,4662628,0
2021-05-11,630,Puerto Rico,US,2195731,1373117,915787,0
2021-05-11,84000044,Rhode Island,US,996123,585277,441665,0
2021-05-11,84000045,South Carolina,US,3464060,1955848,1562287,0
2021-05-11,84000046,South Dakota,US,732173,403535,351404,0
2021-05-11,84000047,Tennessee,US,4368871,2454282,1911401,0
2021-05-11,84000048,Texas,US,20304544,11537922,8806632,0
2021-05-11,84000049,Utah,US,2263750,1312235,842220,0
2021-05-11,84000050,Vermont,US,639833,386379,270812,0
2021-05-11,84070021,Veterans Health Administration,US,5074495,2718844,2478462,0
2021-05-11,850,Virgin Islands,US,65578,34937,28310,0
2021-05-11,84000051,Virginia,US,7304153,4266751,3218647,0
2021-05-11,84000053,Washington,US,6455671,3805794,2819264,0
2021-05-11,84000054,West Virginia,US,1219648,660914,573458,0
2021-05-11,84000055,Wisconsin,US,4993227,2755296,2306597,0
2021-05-11,84000056,Wyoming,US,370014,201174,170130,0
2021-05-12,840,,US,263132561,153448316,116576359,0
2021-05-12,84000001,Alabama,US,2773902,1658191,1273999,0
2021-05-12,84000002,Alaska,US,576062,314577,271486,0
2021-05-12,16,American Samoa,US,39666,22122,17697,0
2021-05-12,84000004,Arizona,US,5450531,3116726,2349371,0
2021-05-12,84000005,Arkansas,US,1909885,1112883,846788,0
2021-05-12,84000006,California,US,33632769,20468459,14158881,0
2021-05-12,84000008,Colorado,US,4959078,2831594,2230840,0
2021-05-12,84000009,Connecticut,US,3566107,2060086,1620658,0
2021-05-12,84000010,Delaware,US,837312,482604,365865,0
2021-05-12,84070024,Department of Defense,US,3175637,1910310,1272661,0
2021-05-12,84000011,District of Columbia,US,671959,366484,252382,0
2021-05-12,84070014,Federal Bureau of Prisons,US,163788,92435,74103,0
2021-05-12,84000012,Florida,US,16697361,9567391,7195443,0
2021-05-12,84000013,Georgia,US,6867030,3900185,2977408,0
2021-05-12,316,Guam,US,141124,80715,61296,0
2021-05-12,84000015,Hawaii,US,1394995,837890,581683,0
2021-05-12,84000016,Idaho,US,1150182,631872,532092,0
2021-05-12,84000017,Illinois,US,10298929,6251125,4382645,0
2021-05-12,84070023,Indian Health Services,US,1294297,732234,574817,0
2021-05-12,84000018,Indiana,US,4553361,2574797,2061307,0
2021-05-12,84000019,Iowa,US,2589194,1447014,1223229,0
2021-05-12,84000020,Kansas,US,2158516,1280132,1027386,0
2021-05-12,84000021,Kentucky,US,3343775,1909997,1558848,0
2021-05-12,84070022,Long Term Care (LTC) Program,US,7815028,0,0,0
2021-05-12,84000022,Louisiana,US,2876507,1560515,1342255,0
2021-05-12,84000023,Maine,US,1306086,776791,620289,0
2021-05-12,84000024,Maryland,US,5310083,3124921,2394695,0
2021-05-12,84000025,Massachusetts,US,6986508,4193220,2999270,0
2021-05-12,84000026,Michigan,US,7773743,4474136,3648246,0
2021-05-12,84000027,Minnesota,US,4775142,2805983,2203606,0
2021-05-12,84000028,Mississippi,US,1674202,959682,758688,0
2021-05-12,84000029,Missouri,US,4300932,2407186,1904026,0
2021-05-12,84000030,Montana,US,803109,451067,373165,0
2021-05-12,84000031,Nebraska,US,1567674,875302,742686,0
2021-05-12,84000032,Nevada,US,2236935,1283645,986771,0
2021-05-12,84000033,New Hampshire,US,1152483,783511,452421,0
2021-05-12,84000034,New Jersey,US,8043316,4858702,3715081,0
2021-05-12,84000035,New Mexico,US,1941227,1116460,880151,0
2021-05-12,84000036,New York,US,17273238,9824699,7842123,0
2021-05-12,84000037,North Carolina,US,7536464,4261037,3437717,0
2021-05-12,84000038,North Dakota,US,582582,305846,262479,0
2021-05-12,580,Northern Mariana Islands,US,43382,23448,19999,0
2021-05-12,84000039,Ohio,US,9026553,4926014,4234849,0
2021-05-12,84000040,Oklahoma,US,2796112,1564846,1248187,0
2021-05-12,84000041,Oregon,US,3461500,2060754,1529708,0
2021-05-12,84000042,Pennsylvania,US,11106182,6793943,4724261,0
2021-05-12,630,Puerto Rico,US,2204479,1380133,918089,0
2021-05-12,84000044,Rhode Island,US,1006992,587319,450262,0
2021-05-12,84000045,South Carolina,US,3477773,1961147,1571394,0
2021-05-12,84000046,South Dakota,US,735066,404468,353443,0
2021-05-12,84000047,Tennessee,US,4385873,2464168,1920942,0
2021-05-12,84000048,Texas,US,20403618,11574600,8875272,0
2021-05-12,84000049,Utah,US,2342020,1340220,897836,0
2021-05-12,84000050,Vermont,US,644114,388794,273004,0
2021-05-12,84070021,Veterans Health Administration,US,5074735,2718882,2478679,0
2021-05-12,850,Virgin Islands,US,65936,35054,28551,0
2021-05-12,84000051,Virginia,US,7347888,4282205,3248806,0
2021-05-12,84000053,Washington,US,6503438,3830473,2851804,0
2021-05-12,84000054,West Virginia,US,1224949,664799,575682,0
2021-05-12,84000055,Wisconsin,US,5005275,2758923,2315628,0
2021-05-12,84000056,Wyoming,US,373337,202262,172302,0
2021-05-13,840,,US,264680844,153986312,117647439,0
2021-05-13,84000001,Alabama,US,2791631,1664353,1286565,0
2021-05-13,84000002,Alaska,US,577317,315132,272256,0
2021-05-13,16,American Samoa,US,39666,22122,17698,0
2021-05-13,84000004,Arizona,US,5471165,3124285,2362912,0
2021-05-13,84000005,Arkansas,US,1919251,1116295,852811,0
2021-05-13,84000006,California,US,33817290,20534647,14283807,0
2021-05-13,84000008,Colorado,US,4984769,2838073,2250378,0
2021-05-13,84000009,Connecticut,US,3587180,2065427,1636981,0
2021-05-13,84000010,Delaware,US,841297,484079,368580,0
2021-05-13,84070024,Department of Defense,US,3196815,1919807,1286552,0
2021-05-13,84000011,District of Columbia,US,681780,369925,258321,0
2021-05-13,84070014,Federal Bureau of Prisons,US,164243,92526,74534,0
2021-05-13,84000012,Florida,US,16801374,9608209,7264532,0
2021-05-13,84000013,Georgia,US,6909908,3917176,3003804,0
2021-05-13,316,Guam,US,141238,80803,61351,0
2021-05-13,84000015,Hawaii,US,1399501,840262,583992,0
2021-05-13,84000016,Idaho,US,1154850,633792,534981,0
2021-05-13,84000017,Illinois,US,10359133,6276591,4420751,0
2021-05-13,84070023,Indian Health Services,US,1296945,732929,576798,0
2021-05-13,84000018,Indiana,US,4583391,2585495,2080805,0
2021-05-13,84000019,Iowa,US,2597811,1449312,1229761,0
2021-05-13,84000020,Kansas,US,2170983,1285014,1035381,0
2021-05-13,84000021,Kentucky,US,3358806,1915189,1569598,0
2021-05-13,84070022,Long Term Care (LTC) Program,US,7815829,0,0,0
2021-05-13,84000022,Louisiana,US,2888086,1565284,1349012,0
2021-05-13,84000023,Maine,US,1313480,778753,626413,0
2021-05-13,84000024,Maryland,US,5362861,3140470,2432372,0
2021-05-13,84000025,Massachusetts,US,7043681,4209145,3041527,0
2021-05-13,84000026,Michigan,US,7817715,4488318,3679877,0
2021-05-13,84000027,Minnesota,US,4807371,2815775,2226892,0
2021-05-13,84000028,Mississippi,US,1674464,959905,759007,0
2021-05-13,84000029,Missouri,US,4326127,2413505,1923254,0
2021-05-13,84000030,Montana,US,805538,451916,374928,0
2021-05-13,84000031,Nebraska,US,1567761,875406,743042,0
2021-05-13,84000032,Nevada,US,2248770,1287018,995821,0
2021-05-13,84000033,New Hampshire,US,1156401,786618,454458,0
2021-05-13,84000034,New Jersey,US,8103394,4877903,3759173,0
2021-05-13,84000035,New Mexico,US,1948245,1119152,884819,0
2021-05-13,84000036,New York,US,17394951,9863188,7929487,0
2021-05-13,84000037,North Carolina,US,7567626,4269241,3461240,0
2021-05-13,84000038,North Dakota,US,583379,306183,262933,0
2021-05-13,580,Northern Mariana Islands,US,43601,23531,20135,0
2021-05-13,84000039,Ohio,US,9080724,4943822,4273076,0
2021-05-13,84000040,Oklahoma,US,2804450,1568102,1253618,0
2021-05-13,84000041,Oregon,US,3496421,2072983,1553061,0
2021-05-13,84000042,Pennsylvania,US,11178395,6820328,4774078,0
2021-05-13,630,Puerto Rico,US,2233876,1394045,934184,0
2021-05-13,84000044,Rhode Island,US,1011728,589180,453167,0
2021-05-13,84000045,South Carolina,US,3490475,1965916,1580061,0
2021-05-13,84000046,South Dakota,US,736482,404929,354554,0
2021-05-13,84000047,Tennessee,US,4410423,2472752,1936506,0
2021-05-13,84000048,Texas,US,20533264,11620495,8962867,0
2021-05-13,84000049,Utah,US,2342203,1340344,898019,0
2021-05-13,84000050,Vermont,US,650557,391858,276965,0
2021-05-13,84070021,Veterans Health Administration,US,5088963,2723305,2489319,0
2021-05-13,850,Virgin Islands,US,66360,35272,28733,0
2021-05-13,84000051,Virginia,US,7395989,4296807,3284108,0
2021-05-13,84000053,Washington,US,6545096,3842954,2882380,0
2021-05-13,84000054,West Virginia,US,1229450,667266,578137,0
2021-05-13,84000055,Wisconsin,US,5023324,2764195,2329097,0
2021-05-13,84000056,Wyoming,US,374624,202711,173179,0
2021-05-14,840,,US,266596486,154624231,118987308,0
2021-05-14,84000001,Alabama,US,2831853,1678119,1314534,0
2021-05-14,84000002,Alaska,US,578970,315883,273310,0
2021-05-14,16,American Samoa,US,40091,22334,17911,0
2021-05-14,84000004,Arizona,US,5497137,3133742,2380200,0
2021-05-14,84000005,Arkansas,US,1928682,1119545,859154,0
2021-05-14,84000006,California,US,34085597,20623587,14471012,0
2021-05-14,84000008,Colorado,US,5015042,2847869,2271616,0
2021-05-14,84000009,Connecticut,US,3612792,2072166,1656431,0
2021-05-14,84000010,Delaware,US,846379,485440,372385,0
2021-05-14,84070024,Department of Defense,US,3223436,1931000,1303152,0
2021-05-14,84000011,District of Columbia,US,685996,371201,261129,0
2021-05-14,84070014,Federal Bureau of Prisons,US,166164,93331,75854,0
2021-05-14,84000012,Florida,US,16937994,9655320,7359406,0
2021-05-14,84000013,Georgia,US,6960793,3935412,3037554,0
2021-05-14,316,Guam,US,145571,81866,64698,0
2021-05-14,84000015,Hawaii,US,1413166,845900,592676,0
2021-05-14,84000016,Idaho,US,1160043,636000,538266,0
2021-05-14,84000017,Illinois,US,10434159,6303613,4472084,0
2021-05-14,84070023,Indian Health Services,US,1303786,735157,581676,0
2021-05-14,84000018,Indiana,US,4621947,2598461,2106606,0
2021-05-14,84000019,Iowa,US,2612715,1452950,1241247,0
2021-05-14,84000020,Kansas,US,2179220,1287998,1040979,0
2021-05-14,84000021,Kentucky,US,3374208,1920800,1580321,0
2021-05-14,84070022,Long Term Care (LTC) Program,US,7817918,0,0,0
2021-05-14,84000022,Louisiana,US,2900359,1569918,1356658,0
2021-05-14,84000023,Maine,US,1324706,782500,635150,0
2021-05-14,84000024,Maryland,US,5408440,3152888,2466731,0
2021-05-14,84000025,Massachusetts,US,7103369,4225852,3087288,0
2021-05-14,84000026,Michigan,US,7875785,4504927,3724513,0
2021-05-14,84000027,Minnesota,US,4847982,2826997,2255008,0
2021-05-14,84000028,Mississippi,US,1674671,960093,759328,0
2021-05-14,84000029,Missouri,US,4348456,2419947,1939858,0
2021-05-14,84000030,Montana,US,809959,453478,378056,0
2021-05-14,84000031,Nebraska,US,1576707,877638,749896,0
2021-05-14,84000032,Nevada,US,2264766,1292498,1007414,0
2021-05-14,84000033,New Hampshire,US,1201567,806543,478289,0
2021-05-14,84000034,New Jersey,US,8156536,4896860,3796892,0
2021-05-14,84000035,New Mexico,US,1970066,1123386,902795,0
2021-05-14,84000036,New York,US,17507860,9898395,8011020,0
2021-05-14,84000037,North Carolina,US,7609404,4282082,3491025,0
2021-05-14,84000038,North Dakota,US,586153,306982,264447,0
2021-05-14,580,Northern Mariana Islands,US,43854,23627,20309,0
2021-05-14,84000039,Ohio,US,9123816,4957157,4303920,0
2021-05-14,84000040,Oklahoma,US,2815020,1571930,1260212,0
2021-05-14,84000041,Oregon,US,3525900,2084544,1572905,0
2021-05-14,84000042,Pennsylvania,US,11288966,6866823,4842853,0
2021-05-14,630,Puerto Rico,US,2265054,1408609,951310,0
2021-05-14,84000044,Rhode Island,US,1020874,591296,460011,0
2021-05-14,84000045,South Carolina,US,3507825,1972337,1591804,0
2021-05-14,84000046,South Dakota,US,739400,405892,356620,0
2021-05-14,84000047,Tennessee,US,4436045,2480854,1953189,0
2021-05-14,84000048,Texas,US,20671478,11663719,9058956,0
2021-05-14,84000049,Utah,US,2367479,1347636,916716,0
2021-05-14,84000050,Vermont,US,655013,394534,279619,0
2021-05-14,84070021,Veterans Health Administration,US,5104480,2727727,2501508,0
2021-05-14,850,Virgin Islands,US,66703,35448,28909,0
2021-05-14,84000051,Virginia,US,7451290,4311838,3325691,0
2021-05-14,84000053,Washington,US,6603947,3864410,2921812,0
2021-05-14,84000054,West Virginia,US,1234813,670529,580790,0
2021-05-14,84000055,Wisconsin,US,5052032,2771820,2351070,0
2021-05-14,84000056,Wyoming,US,374754,202831,173312,0
2021-05-15,840,,US,268438666,155251852,120258637,0
2021-05-15,84000001,Alabama,US,2859591,1687875,1334176,0
2021-05-15,84000002,Alaska,US,580781,316924,274293,0
2021-05-15,16,American Samoa,US,40091,22335,17911,0
2021-05-15,84000004,Arizona,US,5521396,3142269,2396726,0
2021-05-15,84000005,Arkansas,US,1938998,1122780,866686,0
2021-05-15,84000006,California,US,34319950,20694881,14640733,0
2021-05-15,84000008,Colorado,US,5065097,2862255,2307952,0
2021-05-15,84000009,Connecticut,US,3637551,2078246,1676325,0
2021-05-15,84000010,Delaware,US,851363,487833,375104,0
2021-05-15,84070024,Department of Defense,US,3249032,1942920,1318651,0
2021-05-15,84000011,District of Columbia,US,692270,373491,265177,0
2021-05-15,84070014,Federal Bureau of Prisons,US,166200,93345,75880,0
2021-05-15,84000012,Florida,US,17052882,9696388,7437086,0
2021-05-15,84000013,Georgia,US,7004624,3952119,3064613,0
2021-05-15,316,Guam,US,145680,81890,64798,0
2021-05-15,84000015,Hawaii,US,1421294,851363,595526,0
2021-05-15,84000016,Idaho,US,1166827,638168,543103,0
2021-05-15,84000017,Illinois,US,10503920,6330161,4516845,0
2021-05-15,84070023,Indian Health Services,US,1308091,736725,584594,0
2021-05-15,84000018,Indiana,US,4660880,2609929,2133785,0
2021-05-15,84000019,Iowa,US,2628372,1456896,1253317,0
2021-05-15,84000020,Kansas,US,2189018,1291346,1047374,0
2021-05-15,84000021,Kentucky,US,3390010,1926862,1591177,0
2021-05-15,84070022,Long Term Care (LTC) Program,US,7821519,0,0,0
2021-05-15,84000022,Louisiana,US,2912089,1574575,1363710,0
2021-05-15,84000023,Maine,US,1337725,785948,645605,0
2021-05-15,84000024,Maryland,US,5463081,3173378,2502077,0
2021-05-15,84000025,Massachusetts,US,7156323,4240870,3126883,0
2021-05-15,84000026,Michigan,US,7933809,4520552,3768758,0
2021-05-15,84000027,Minnesota,US,4887255,2837045,2285389,0
2021-05-15,84000028,Mississippi,US,1687547,965569,766964,0
2021-05-15,84000029,Missouri,US,4366210,2425424,1952734,0
2021-05-15,84000030,Montana,US,814652,455075,381326,0
2021-05-15,84000031,Nebraska,US,1584643,879765,755723,0
2021-05-15,84000032,Nevada,US,2277475,1296725,1016557,0
2021-05-15,84000033,New Hampshire,US,1204745,808746,479672,0
2021-05-15,84000034,New Jersey,US,8218240,4918197,3841128,0
2021-05-15,84000035,New Mexico,US,1982001,1127199,911391,0
2021-05-15,84000036,New York,US,17632107,9943227,8093911,0
2021-05-15,84000037,North Carolina,US,7650103,4293827,3520841,0
2021-05-15,84000038,North Dakota,US,588562,307756,265936,0
2021-05-15,580,Northern Mariana Islands,US,44086,23754,20432,0
2021-05-15,84000039,Ohio,US,9180934,4978466,4340110,0
2021-05-15,84000040,Oklahoma,US,2825320,1575654,1266945,0
2021-05-15,84000041,Oregon,US,3556202,2096501,1592964,0
2021-05-15,84000042,Pennsylvania,US,11362846,6896760,4889879,0
2021-05-15,630,Puerto Rico,US,2296608,1422790,968908,0
2021-05-15,84000044,Rhode Island,US,1035263,593817,471623,0
