,date,policy
163,"July 16, 2020", The Governor announced a statewide indoor mask order effective for thirty days.
164,"July 17, 2020"," The Governor and the Department of Local Affairs (DOLA) announced the Property Owner Preservation (POP) Program providing $19,650,000 in housing assistance, including rental assistance, mortgage assistance, and guidance on how to access other housing services for Coloradans facing financial hardship."
165,"July 20, 2020", The Governor extended anexecutive orderincreasing the Medicaid home health workforce and eliminating cost sharing for COVID-19 testing and treatment for Medicaid enrollees.
166,"July 20, 2020", The Governor extended anexecutive order temporarily suspending certain regulatory statutes concerning criminal justice.
167,"July 20, 2020", The Governor extended anexecutive order authorizing the executive directors of certain state agencies to promulgate and issue emergency rules extending the expiration date of licenses and other documents.
168,"July 23, 2020"," The Governor The Governor released an update to the executive order requiring a cease in alcohol beverage sales to end consumers at 10:00 p.m. MDT each day. Rather than applying to all who are licensed to sell alcohol, the order has been amended to apply to only those who are licensed to sell alcohol for on-premises consumption."
169,"July 23, 2020", The Governor extended an executive order allowing voluntary or elective surgeries.
170,"July 27, 2020", The Governor issued an executive order directing the Colorado Department of Human Services to access federal funds for child care services.
171,"July 27, 2020", The Governor issued an executive order extending the ability for Coloradans to continue getting marriage licenses while clerk and recorder offices are closed.
172,"July 27, 2020"," The Governor extended executive orders suspending certain regulatory statutes due to COVID-19, and concerning petition collection for unaffiliated and independent candidates."
